"kommunenummer_2018";"kommunenavn_2018";"kommunenummer_2019";"kommunenavn_2019";"endringsmerknad_18_19"
"2014";"Loppa";"2014";"Loppa";"uendret fra 2018 til 2019"
"2015";"Hasvik";"2015";"Hasvik";"uendret fra 2018 til 2019"
"2017";"Kvalsund";"2017";"Kvalsund";"uendret fra 2018 til 2019"
"2018";"Måsøy";"2018";"Måsøy";"uendret fra 2018 til 2019"
"2019";"Nordkapp";"2019";"Nordkapp";"uendret fra 2018 til 2019"
"2020";"Porsanger - Porsángu - Porsanki";"2020";"Porsanger - Porsángu - Porsanki";"uendret fra 2018 til 2019"
"2021";"Kárá?johka - Karasjok";"2021";"Kárá?johka - Karasjok";"uendret fra 2018 til 2019"
"2022";"Lebesby";"2022";"Lebesby";"uendret fra 2018 til 2019"
"2023";"Gamvik";"2023";"Gamvik";"uendret fra 2018 til 2019"
"2024";"Berlevåg";"2024";"Berlevåg";"uendret fra 2018 til 2019"
"2025";"Deatnu - Tana";"2025";"Deatnu - Tana";"uendret fra 2018 til 2019"
"2027";"Unjárga - Nesseby";"2027";"Unjárga - Nesseby";"uendret fra 2018 til 2019"
"2028";"Båtsfjord";"2028";"Båtsfjord";"uendret fra 2018 til 2019"
"2030";"Sør-Varanger";"2030";"Sør-Varanger";"uendret fra 2018 til 2019"
"5001";"Trondheim";"5001";"Trondheim";"uendret fra 2018 til 2019"
"5004";"Steinkjer";"5004";"Steinkjer";"uendret fra 2018 til 2019"
"5005";"Namsos";"5005";"Namsos - Nåavmesjenjaelmie";"uendret fra 2018 til 2019"
"5011";"Hemne";"5011";"Hemne";"uendret fra 2018 til 2019"
"5012";"Snillfjord";"5012";"Snillfjord";"uendret fra 2018 til 2019"
"5013";"Hitra";"5013";"Hitra";"uendret fra 2018 til 2019"
"5014";"Frøya";"5014";"Frøya";"uendret fra 2018 til 2019"
"5015";"Ørland";"5015";"Ørland";"uendret fra 2018 til 2019"
"5016";"Agdenes";"5016";"Agdenes";"uendret fra 2018 til 2019"
"5017";"Bjugn";"5017";"Bjugn";"uendret fra 2018 til 2019"
"5018";"Åfjord";"5018";"Åfjord";"uendret fra 2018 til 2019"
"5019";"Roan";"5019";"Roan";"uendret fra 2018 til 2019"
"5020";"Osen";"5020";"Osen";"uendret fra 2018 til 2019"
"5021";"Oppdal";"5021";"Oppdal";"uendret fra 2018 til 2019"
"5022";"Rennebu";"5022";"Rennebu";"uendret fra 2018 til 2019"
"5023";"Meldal";"5023";"Meldal";"uendret fra 2018 til 2019"
"5024";"Orkdal";"5024";"Orkdal";"uendret fra 2018 til 2019"
"5025";"Røros";"5025";"Røros";"uendret fra 2018 til 2019"
"5026";"Holtålen";"5026";"Holtålen";"uendret fra 2018 til 2019"
"5027";"Midtre Gauldal";"5027";"Midtre Gauldal";"uendret fra 2018 til 2019"
"5028";"Melhus";"5028";"Melhus";"uendret fra 2018 til 2019"
"5029";"Skaun";"5029";"Skaun";"uendret fra 2018 til 2019"
"5030";"Klæbu";"5030";"Klæbu";"uendret fra 2018 til 2019"
"5031";"Malvik";"5031";"Malvik";"uendret fra 2018 til 2019"
"5032";"Selbu";"5032";"Selbu";"uendret fra 2018 til 2019"
"5033";"Tydal";"5033";"Tydal";"uendret fra 2018 til 2019"
"5034";"Meråker";"5034";"Meråker";"uendret fra 2018 til 2019"
"5035";"Stjørdal";"5035";"Stjørdal";"uendret fra 2018 til 2019"
"5036";"Frosta";"5036";"Frosta";"uendret fra 2018 til 2019"
"5037";"Levanger";"5037";"Levanger";"uendret fra 2018 til 2019"
"5038";"Verdal";"5038";"Verdal";"uendret fra 2018 til 2019"
"5039";"Verran";"5039";"Verran";"uendret fra 2018 til 2019"
"5040";"Namdalseid";"5040";"Namdalseid";"uendret fra 2018 til 2019"
"5041";"Snåase - Snåsa";"5041";"Snåase - Snåsa";"uendret fra 2018 til 2019"
"5042";"Lierne";"5042";"Lierne";"uendret fra 2018 til 2019"
"5043";"Raarvihke - Røyrvik";"5043";"Raarvihke - Røyrvik";"uendret fra 2018 til 2019"
"5044";"Namsskogan";"5044";"Namsskogan";"uendret fra 2018 til 2019"
"5045";"Grong";"5045";"Grong";"uendret fra 2018 til 2019"
"5046";"Høylandet";"5046";"Høylandet";"uendret fra 2018 til 2019"
"5047";"Overhalla";"5047";"Overhalla";"uendret fra 2018 til 2019"
"5048";"Fosnes";"5048";"Fosnes";"uendret fra 2018 til 2019"
"5049";"Flatanger";"5049";"Flatanger";"uendret fra 2018 til 2019"
"5050";"Vikna";"5050";"Vikna";"uendret fra 2018 til 2019"
"5051";"Nærøy";"5051";"Nærøy";"uendret fra 2018 til 2019"
"5052";"Leka";"5052";"Leka";"uendret fra 2018 til 2019"
"5053";"Inderøy";"5053";"Inderøy";"uendret fra 2018 til 2019"
"5054";"Indre Fosen";"5054";"Indre Fosen";"uendret fra 2018 til 2019"
"9999";"Uoppgitt";"9999";"Uoppgitt";"uendret fra 2018 til 2019"
