"kommunenummer_2020";"kommunenavn_2020";"historisk_nummer";"gyldig_år"
"3043";"Ål";"0619";"2014"
"3043";"Ål";"0619";"2015"
"3043";"Ål";"0619";"2016"
"3043";"Ål";"0619";"2017"
"3043";"Ål";"0619";"2018"
"3043";"Ål";"0619";"2019"
"3044";"Hol";"0620";"2013"
"3044";"Hol";"0620";"2014"
"3044";"Hol";"0620";"2015"
"3044";"Hol";"0620";"2016"
"3044";"Hol";"0620";"2017"
"3044";"Hol";"0620";"2018"
"3044";"Hol";"0620";"2019"
"3045";"Sigdal";"0621";"2013"
"3045";"Sigdal";"0621";"2014"
"3045";"Sigdal";"0621";"2015"
"3045";"Sigdal";"0621";"2016"
"3045";"Sigdal";"0621";"2017"
"3045";"Sigdal";"0621";"2018"
"3045";"Sigdal";"0621";"2019"
"3046";"Krødsherad";"0622";"2013"
"3046";"Krødsherad";"0622";"2014"
"3046";"Krødsherad";"0622";"2015"
"3046";"Krødsherad";"0622";"2016"
"3046";"Krødsherad";"0622";"2017"
"3046";"Krødsherad";"0622";"2018"
"3046";"Krødsherad";"0622";"2019"
"3047";"Modum";"0623";"2013"
"3047";"Modum";"0623";"2014"
"3047";"Modum";"0623";"2015"
"3047";"Modum";"0623";"2016"
"3047";"Modum";"0623";"2017"
"3047";"Modum";"0623";"2018"
"3047";"Modum";"0623";"2019"
"3048";"Øvre Eiker";"0624";"2013"
"3048";"Øvre Eiker";"0624";"2014"
"3048";"Øvre Eiker";"0624";"2015"
"3048";"Øvre Eiker";"0624";"2016"
"3048";"Øvre Eiker";"0624";"2017"
"3048";"Øvre Eiker";"0624";"2018"
"3048";"Øvre Eiker";"0624";"2019"
"3005";"Drammen";"0625";"2013"
"3005";"Drammen";"0625";"2014"
"3005";"Drammen";"0625";"2015"
"3005";"Drammen";"0625";"2016"
"3005";"Drammen";"0625";"2017"
"3005";"Drammen";"0625";"2018"
"3005";"Drammen";"0625";"2019"
"3049";"Lier";"0626";"2013"
"3049";"Lier";"0626";"2014"
"3049";"Lier";"0626";"2015"
"3049";"Lier";"0626";"2016"
"3049";"Lier";"0626";"2017"
"3049";"Lier";"0626";"2018"
"3049";"Lier";"0626";"2019"
"3025";"Asker";"0627";"2013"
"3025";"Asker";"0627";"2014"
"3025";"Asker";"0627";"2015"
"3025";"Asker";"0627";"2016"
"3025";"Asker";"0627";"2017"
"3025";"Asker";"0627";"2018"
"3025";"Asker";"0627";"2019"
"3025";"Asker";"0628";"2013"
"3025";"Asker";"0628";"2014"
"3025";"Asker";"0628";"2015"
"3025";"Asker";"0628";"2016"
"3025";"Asker";"0628";"2017"
"3025";"Asker";"0628";"2018"
"3025";"Asker";"0628";"2019"
"3050";"Flesberg";"0631";"2013"
"3050";"Flesberg";"0631";"2014"
"3050";"Flesberg";"0631";"2015"
"3050";"Flesberg";"0631";"2016"
"3050";"Flesberg";"0631";"2017"
"3050";"Flesberg";"0631";"2018"
"3050";"Flesberg";"0631";"2019"
"3051";"Rollag";"0632";"2013"
"3051";"Rollag";"0632";"2014"
"3051";"Rollag";"0632";"2015"
"3051";"Rollag";"0632";"2016"
"3051";"Rollag";"0632";"2017"
"3051";"Rollag";"0632";"2018"
"3051";"Rollag";"0632";"2019"
"3052";"Nore og Uvdal";"0633";"2013"
"3052";"Nore og Uvdal";"0633";"2014"
"3052";"Nore og Uvdal";"0633";"2015"
"3052";"Nore og Uvdal";"0633";"2016"
"3052";"Nore og Uvdal";"0633";"2017"
"3052";"Nore og Uvdal";"0633";"2018"
"3052";"Nore og Uvdal";"0633";"2019"
"3801";"Horten";"0701";"2013"
"3801";"Horten";"0701";"2014"
"3801";"Horten";"0701";"2015"
"3801";"Horten";"0701";"2016"
"3801";"Horten";"0701";"2017"
"3801";"Horten";"0701";"2018"
"3801";"Horten";"0701";"2019"
"3802";"Holmestrand";"0702";"2013"
"3802";"Holmestrand";"0702";"2014"
"3802";"Holmestrand";"0702";"2015"
"3802";"Holmestrand";"0702";"2016"
"3802";"Holmestrand";"0702";"2017"
"3803";"Tønsberg";"0704";"2013"
"3803";"Tønsberg";"0704";"2014"
"3803";"Tønsberg";"0704";"2015"
"3803";"Tønsberg";"0704";"2016"
"3803";"Tønsberg";"0704";"2017"
"3803";"Tønsberg";"0704";"2018"
"3803";"Tønsberg";"0704";"2019"
"3804";"Sandefjord";"0706";"2013"
"3804";"Sandefjord";"0706";"2014"
"3804";"Sandefjord";"0706";"2015"
"3804";"Sandefjord";"0706";"2016"
"3805";"Larvik";"0709";"2013"
"3805";"Larvik";"0709";"2014"
"3805";"Larvik";"0709";"2015"
"3805";"Larvik";"0709";"2016"
"3805";"Larvik";"0709";"2017"
"3804";"Sandefjord";"0710";"2017"
"3804";"Sandefjord";"0710";"2018"
"3804";"Sandefjord";"0710";"2019"
"3005";"Drammen";"0711";"2013"
"3005";"Drammen";"0711";"2014"
"3005";"Drammen";"0711";"2015"
"3005";"Drammen";"0711";"2016"
"3005";"Drammen";"0711";"2017"
"3005";"Drammen";"0711";"2018"
"3005";"Drammen";"0711";"2019"
"3805";"Larvik";"0712";"2018"
"3805";"Larvik";"0712";"2019"
"3802";"Holmestrand";"0713";"2013"
"3802";"Holmestrand";"0713";"2014"
"3802";"Holmestrand";"0713";"2015"
"3802";"Holmestrand";"0713";"2016"
"3802";"Holmestrand";"0713";"2017"
"3802";"Holmestrand";"0713";"2018"
"3802";"Holmestrand";"0713";"2019"
"3802";"Holmestrand";"0714";"2013"
"3802";"Holmestrand";"0714";"2014"
"3802";"Holmestrand";"0714";"2015"
"3802";"Holmestrand";"0714";"2016"
"3802";"Holmestrand";"0714";"2017"
"3802";"Holmestrand";"0715";"2018"
"3802";"Holmestrand";"0715";"2019"
"3803";"Tønsberg";"0716";"2013"
"3803";"Tønsberg";"0716";"2014"
"3803";"Tønsberg";"0716";"2015"
"3803";"Tønsberg";"0716";"2016"
"3803";"Tønsberg";"0716";"2017"
"3803";"Tønsberg";"0716";"2018"
"3803";"Tønsberg";"0716";"2019"
"3804";"Sandefjord";"0719";"2013"
"3804";"Sandefjord";"0719";"2014"
"3804";"Sandefjord";"0719";"2015"
"3804";"Sandefjord";"0719";"2016"
"3804";"Sandefjord";"0720";"2013"
"3804";"Sandefjord";"0720";"2014"
"3804";"Sandefjord";"0720";"2015"
"3804";"Sandefjord";"0720";"2016"
"3811";"Færder";"0722";"2013"
"3811";"Færder";"0722";"2014"
"3811";"Færder";"0722";"2015"
"3811";"Færder";"0722";"2016"
"3811";"Færder";"0722";"2017"
"3811";"Færder";"0723";"2013"
"3811";"Færder";"0723";"2014"
"3811";"Færder";"0723";"2015"
"3811";"Færder";"0723";"2016"
"3811";"Færder";"0723";"2017"
"3805";"Larvik";"0728";"2013"
"3805";"Larvik";"0728";"2014"
"3805";"Larvik";"0728";"2015"
"3805";"Larvik";"0728";"2016"
"3805";"Larvik";"0728";"2017"
"3811";"Færder";"0729";"2018"
"3811";"Færder";"0729";"2019"
"3806";"Porsgrunn";"0805";"2013"
"3806";"Porsgrunn";"0805";"2014"
"3806";"Porsgrunn";"0805";"2015"
"3806";"Porsgrunn";"0805";"2016"
"3806";"Porsgrunn";"0805";"2017"
"3806";"Porsgrunn";"0805";"2018"
"3806";"Porsgrunn";"0805";"2019"
"3807";"Skien";"0806";"2013"
"3807";"Skien";"0806";"2014"
"3807";"Skien";"0806";"2015"
"3807";"Skien";"0806";"2016"
"3807";"Skien";"0806";"2017"
"3807";"Skien";"0806";"2018"
"3807";"Skien";"0806";"2019"
"3808";"Notodden";"0807";"2013"
"3808";"Notodden";"0807";"2014"
"3808";"Notodden";"0807";"2015"
"3808";"Notodden";"0807";"2016"
"3808";"Notodden";"0807";"2017"
"3808";"Notodden";"0807";"2018"
"3808";"Notodden";"0807";"2019"
"3812";"Siljan";"0811";"2013"
"3812";"Siljan";"0811";"2014"
"3812";"Siljan";"0811";"2015"
"3812";"Siljan";"0811";"2016"
"3812";"Siljan";"0811";"2017"
"3812";"Siljan";"0811";"2018"
"3812";"Siljan";"0811";"2019"
"3813";"Bamble";"0814";"2013"
"3813";"Bamble";"0814";"2014"
"3813";"Bamble";"0814";"2015"
"3813";"Bamble";"0814";"2016"
"3813";"Bamble";"0814";"2017"
"3813";"Bamble";"0814";"2018"
"3813";"Bamble";"0814";"2019"
"3814";"Kragerø";"0815";"2013"
"3814";"Kragerø";"0815";"2014"
"3814";"Kragerø";"0815";"2015"
"3814";"Kragerø";"0815";"2016"
"3814";"Kragerø";"0815";"2017"
"3814";"Kragerø";"0815";"2018"
"3814";"Kragerø";"0815";"2019"
"3815";"Drangedal";"0817";"2013"
"3815";"Drangedal";"0817";"2014"
"3815";"Drangedal";"0817";"2015"
"3815";"Drangedal";"0817";"2016"
"3815";"Drangedal";"0817";"2017"
"3815";"Drangedal";"0817";"2018"
"3815";"Drangedal";"0817";"2019"
"3816";"Nome";"0819";"2013"
"3816";"Nome";"0819";"2014"
"3816";"Nome";"0819";"2015"
"3816";"Nome";"0819";"2016"
"3816";"Nome";"0819";"2017"
"3816";"Nome";"0819";"2018"
"3816";"Nome";"0819";"2019"
"3817";"Midt-Telemark";"0821";"2013"
"3817";"Midt-Telemark";"0821";"2014"
"3817";"Midt-Telemark";"0821";"2015"
"3817";"Midt-Telemark";"0821";"2016"
"3817";"Midt-Telemark";"0821";"2017"
"3817";"Midt-Telemark";"0821";"2018"
"3817";"Midt-Telemark";"0821";"2019"
"3817";"Midt-Telemark";"0822";"2013"
"3817";"Midt-Telemark";"0822";"2014"
"3817";"Midt-Telemark";"0822";"2015"
"3817";"Midt-Telemark";"0822";"2016"
"3817";"Midt-Telemark";"0822";"2017"
"3817";"Midt-Telemark";"0822";"2018"
"3817";"Midt-Telemark";"0822";"2019"
"3818";"Tinn";"0826";"2013"
"3818";"Tinn";"0826";"2014"
"3818";"Tinn";"0826";"2015"
"3818";"Tinn";"0826";"2016"
"3818";"Tinn";"0826";"2017"
"3818";"Tinn";"0826";"2018"
"3818";"Tinn";"0826";"2019"
"3819";"Hjartdal";"0827";"2013"
"3819";"Hjartdal";"0827";"2014"
"3819";"Hjartdal";"0827";"2015"
"3819";"Hjartdal";"0827";"2016"
"3819";"Hjartdal";"0827";"2017"
"3819";"Hjartdal";"0827";"2018"
"3819";"Hjartdal";"0827";"2019"
"3820";"Seljord";"0828";"2013"
"3820";"Seljord";"0828";"2014"
"3820";"Seljord";"0828";"2015"
"3820";"Seljord";"0828";"2016"
"3820";"Seljord";"0828";"2017"
"3820";"Seljord";"0828";"2018"
"3820";"Seljord";"0828";"2019"
"3821";"Kviteseid";"0829";"2013"
"3821";"Kviteseid";"0829";"2014"
"3821";"Kviteseid";"0829";"2015"
"3821";"Kviteseid";"0829";"2016"
"3821";"Kviteseid";"0829";"2017"
"3821";"Kviteseid";"0829";"2018"
"3821";"Kviteseid";"0829";"2019"
"3822";"Nissedal";"0830";"2013"
"3822";"Nissedal";"0830";"2014"
"3822";"Nissedal";"0830";"2015"
"3822";"Nissedal";"0830";"2016"
"3822";"Nissedal";"0830";"2017"
"3822";"Nissedal";"0830";"2018"
"3822";"Nissedal";"0830";"2019"
"3823";"Fyresdal";"0831";"2013"
"3823";"Fyresdal";"0831";"2014"
"3823";"Fyresdal";"0831";"2015"
"3823";"Fyresdal";"0831";"2016"
"3823";"Fyresdal";"0831";"2017"
"3823";"Fyresdal";"0831";"2018"
"3823";"Fyresdal";"0831";"2019"
"3824";"Tokke";"0833";"2013"
"3824";"Tokke";"0833";"2014"
"3824";"Tokke";"0833";"2015"
"3824";"Tokke";"0833";"2016"
"3824";"Tokke";"0833";"2017"
"3824";"Tokke";"0833";"2018"
"3824";"Tokke";"0833";"2019"
"3825";"Vinje";"0834";"2013"
"3825";"Vinje";"0834";"2014"
"3825";"Vinje";"0834";"2015"
"3825";"Vinje";"0834";"2016"
"3825";"Vinje";"0834";"2017"
"3825";"Vinje";"0834";"2018"
"3825";"Vinje";"0834";"2019"
"4201";"Risør";"0901";"2013"
"4201";"Risør";"0901";"2014"
"4201";"Risør";"0901";"2015"
"4201";"Risør";"0901";"2016"
"4201";"Risør";"0901";"2017"
"4201";"Risør";"0901";"2018"
"4201";"Risør";"0901";"2019"
"4202";"Grimstad";"0904";"2013"
"4202";"Grimstad";"0904";"2014"
"4202";"Grimstad";"0904";"2015"
"4202";"Grimstad";"0904";"2016"
"4202";"Grimstad";"0904";"2017"
"4202";"Grimstad";"0904";"2018"
"4202";"Grimstad";"0904";"2019"
"4203";"Arendal";"0906";"2013"
"4203";"Arendal";"0906";"2014"
"4203";"Arendal";"0906";"2015"
"4203";"Arendal";"0906";"2016"
"4203";"Arendal";"0906";"2017"
"4203";"Arendal";"0906";"2018"
"4203";"Arendal";"0906";"2019"
"4211";"Gjerstad";"0911";"2013"
"4211";"Gjerstad";"0911";"2014"
"4211";"Gjerstad";"0911";"2015"
"4211";"Gjerstad";"0911";"2016"
"4211";"Gjerstad";"0911";"2017"
"4211";"Gjerstad";"0911";"2018"
"4211";"Gjerstad";"0911";"2019"
"4212";"Vegårshei";"0912";"2013"
"4212";"Vegårshei";"0912";"2014"
"4212";"Vegårshei";"0912";"2015"
"4212";"Vegårshei";"0912";"2016"
"4212";"Vegårshei";"0912";"2017"
"4212";"Vegårshei";"0912";"2018"
"4212";"Vegårshei";"0912";"2019"
"4213";"Tvedestrand";"0914";"2013"
"4213";"Tvedestrand";"0914";"2014"
"4213";"Tvedestrand";"0914";"2015"
"4213";"Tvedestrand";"0914";"2016"
"4213";"Tvedestrand";"0914";"2017"
"4213";"Tvedestrand";"0914";"2018"
"4213";"Tvedestrand";"0914";"2019"
"4214";"Froland";"0919";"2013"
"4214";"Froland";"0919";"2014"
"4214";"Froland";"0919";"2015"
"4214";"Froland";"0919";"2016"
"4214";"Froland";"0919";"2017"
"4214";"Froland";"0919";"2018"
"4214";"Froland";"0919";"2019"
"4215";"Lillesand";"0926";"2013"
"4215";"Lillesand";"0926";"2014"
"4215";"Lillesand";"0926";"2015"
"4215";"Lillesand";"0926";"2016"
"4215";"Lillesand";"0926";"2017"
"4215";"Lillesand";"0926";"2018"
"4215";"Lillesand";"0926";"2019"
"4216";"Birkenes";"0928";"2013"
"4216";"Birkenes";"0928";"2014"
"4216";"Birkenes";"0928";"2015"
"4216";"Birkenes";"0928";"2016"
"4216";"Birkenes";"0928";"2017"
"4216";"Birkenes";"0928";"2018"
"4216";"Birkenes";"0928";"2019"
"4217";"Åmli";"0929";"2013"
"4217";"Åmli";"0929";"2014"
"4217";"Åmli";"0929";"2015"
"4217";"Åmli";"0929";"2016"
"4217";"Åmli";"0929";"2017"
"4217";"Åmli";"0929";"2018"
"4217";"Åmli";"0929";"2019"
"4218";"Iveland";"0935";"2013"
"4218";"Iveland";"0935";"2014"
"4218";"Iveland";"0935";"2015"
"4218";"Iveland";"0935";"2016"
"4218";"Iveland";"0935";"2017"
"4218";"Iveland";"0935";"2018"
"4218";"Iveland";"0935";"2019"
"4219";"Evje og Hornnes";"0937";"2013"
"4219";"Evje og Hornnes";"0937";"2014"
"4219";"Evje og Hornnes";"0937";"2015"
"4219";"Evje og Hornnes";"0937";"2016"
"4219";"Evje og Hornnes";"0937";"2017"
"4219";"Evje og Hornnes";"0937";"2018"
"4219";"Evje og Hornnes";"0937";"2019"
"4220";"Bygland";"0938";"2013"
"4220";"Bygland";"0938";"2014"
"4220";"Bygland";"0938";"2015"
"4220";"Bygland";"0938";"2016"
"4220";"Bygland";"0938";"2017"
"4220";"Bygland";"0938";"2018"
"4220";"Bygland";"0938";"2019"
"4221";"Valle";"0940";"2013"
"4221";"Valle";"0940";"2014"
"4221";"Valle";"0940";"2015"
"4221";"Valle";"0940";"2016"
"4221";"Valle";"0940";"2017"
"4221";"Valle";"0940";"2018"
"4221";"Valle";"0940";"2019"
"4222";"Bykle";"0941";"2013"
"4222";"Bykle";"0941";"2014"
"4222";"Bykle";"0941";"2015"
"4222";"Bykle";"0941";"2016"
"4222";"Bykle";"0941";"2017"
"4222";"Bykle";"0941";"2018"
"4222";"Bykle";"0941";"2019"
"4204";"Kristiansand";"1001";"2013"
"4204";"Kristiansand";"1001";"2014"
"4204";"Kristiansand";"1001";"2015"
"4204";"Kristiansand";"1001";"2016"
"4204";"Kristiansand";"1001";"2017"
"4204";"Kristiansand";"1001";"2018"
"4204";"Kristiansand";"1001";"2019"
"4205";"Lindesnes";"1002";"2013"
"4205";"Lindesnes";"1002";"2014"
"4205";"Lindesnes";"1002";"2015"
"4205";"Lindesnes";"1002";"2016"
"4205";"Lindesnes";"1002";"2017"
"4205";"Lindesnes";"1002";"2018"
"4205";"Lindesnes";"1002";"2019"
"4206";"Farsund";"1003";"2013"
"4206";"Farsund";"1003";"2014"
"4206";"Farsund";"1003";"2015"
"4206";"Farsund";"1003";"2016"
"4206";"Farsund";"1003";"2017"
"4206";"Farsund";"1003";"2018"
"4206";"Farsund";"1003";"2019"
"4207";"Flekkefjord";"1004";"2013"
"4207";"Flekkefjord";"1004";"2014"
"4207";"Flekkefjord";"1004";"2015"
"4207";"Flekkefjord";"1004";"2016"
"4207";"Flekkefjord";"1004";"2017"
"4207";"Flekkefjord";"1004";"2018"
"4207";"Flekkefjord";"1004";"2019"
"4223";"Vennesla";"1014";"2013"
"4223";"Vennesla";"1014";"2014"
"4223";"Vennesla";"1014";"2015"
"4223";"Vennesla";"1014";"2016"
"4223";"Vennesla";"1014";"2017"
"4223";"Vennesla";"1014";"2018"
"4223";"Vennesla";"1014";"2019"
"4204";"Kristiansand";"1017";"2013"
"4204";"Kristiansand";"1017";"2014"
"4204";"Kristiansand";"1017";"2015"
"4204";"Kristiansand";"1017";"2016"
"4204";"Kristiansand";"1017";"2017"
"4204";"Kristiansand";"1017";"2018"
"4204";"Kristiansand";"1017";"2019"
"4204";"Kristiansand";"1018";"2013"
"4204";"Kristiansand";"1018";"2014"
"4204";"Kristiansand";"1018";"2015"
"4204";"Kristiansand";"1018";"2016"
"4204";"Kristiansand";"1018";"2017"
"4204";"Kristiansand";"1018";"2018"
"4204";"Kristiansand";"1018";"2019"
"4205";"Lindesnes";"1021";"2013"
"4205";"Lindesnes";"1021";"2014"
"4205";"Lindesnes";"1021";"2015"
"4205";"Lindesnes";"1021";"2016"
"4205";"Lindesnes";"1021";"2017"
"4205";"Lindesnes";"1021";"2018"
"4205";"Lindesnes";"1021";"2019"
"4224";"Åseral";"1026";"2013"
"4224";"Åseral";"1026";"2014"
"4224";"Åseral";"1026";"2015"
"4224";"Åseral";"1026";"2016"
"4224";"Åseral";"1026";"2017"
"4224";"Åseral";"1026";"2018"
"4224";"Åseral";"1026";"2019"
"4225";"Lyngdal";"1027";"2013"
"4225";"Lyngdal";"1027";"2014"
"4225";"Lyngdal";"1027";"2015"
"4225";"Lyngdal";"1027";"2016"
"4225";"Lyngdal";"1027";"2017"
"4225";"Lyngdal";"1027";"2018"
"4225";"Lyngdal";"1027";"2019"
"4205";"Lindesnes";"1029";"2013"
"4205";"Lindesnes";"1029";"2014"
"4205";"Lindesnes";"1029";"2015"
"4205";"Lindesnes";"1029";"2016"
"4205";"Lindesnes";"1029";"2017"
"4205";"Lindesnes";"1029";"2018"
"4205";"Lindesnes";"1029";"2019"
"4225";"Lyngdal";"1032";"2013"
"4225";"Lyngdal";"1032";"2014"
"4225";"Lyngdal";"1032";"2015"
"4225";"Lyngdal";"1032";"2016"
"4225";"Lyngdal";"1032";"2017"
"4225";"Lyngdal";"1032";"2018"
"4225";"Lyngdal";"1032";"2019"
"4226";"Hægebostad";"1034";"2013"
"4226";"Hægebostad";"1034";"2014"
"4226";"Hægebostad";"1034";"2015"
"4226";"Hægebostad";"1034";"2016"
"4226";"Hægebostad";"1034";"2017"
"4226";"Hægebostad";"1034";"2018"
"4226";"Hægebostad";"1034";"2019"
"4227";"Kvinesdal";"1037";"2013"
"4227";"Kvinesdal";"1037";"2014"
"4227";"Kvinesdal";"1037";"2015"
"4227";"Kvinesdal";"1037";"2016"
"4227";"Kvinesdal";"1037";"2017"
"4227";"Kvinesdal";"1037";"2018"
"4227";"Kvinesdal";"1037";"2019"
"4228";"Sirdal";"1046";"2013"
"4228";"Sirdal";"1046";"2014"
"4228";"Sirdal";"1046";"2015"
"4228";"Sirdal";"1046";"2016"
"4228";"Sirdal";"1046";"2017"
"4228";"Sirdal";"1046";"2018"
"4228";"Sirdal";"1046";"2019"
"1101";"Eigersund";"1101";"2013"
"1101";"Eigersund";"1101";"2014"
"1101";"Eigersund";"1101";"2015"
"1101";"Eigersund";"1101";"2016"
"1101";"Eigersund";"1101";"2017"
"1101";"Eigersund";"1101";"2018"
"1101";"Eigersund";"1101";"2019"
"1101";"Eigersund";"1101";"2020"
"1108";"Sandnes";"1102";"2013"
"1108";"Sandnes";"1102";"2014"
"1108";"Sandnes";"1102";"2015"
"1108";"Sandnes";"1102";"2016"
"1108";"Sandnes";"1102";"2017"
"1108";"Sandnes";"1102";"2018"
"1108";"Sandnes";"1102";"2019"
"1103";"Stavanger";"1103";"2013"
"1103";"Stavanger";"1103";"2014"
"1103";"Stavanger";"1103";"2015"
"1103";"Stavanger";"1103";"2016"
"1103";"Stavanger";"1103";"2017"
"1103";"Stavanger";"1103";"2018"
"1103";"Stavanger";"1103";"2019"
"1103";"Stavanger";"1103";"2020"
"1106";"Haugesund";"1106";"2013"
"1106";"Haugesund";"1106";"2014"
"1106";"Haugesund";"1106";"2015"
"1106";"Haugesund";"1106";"2016"
"1106";"Haugesund";"1106";"2017"
"1106";"Haugesund";"1106";"2018"
"1106";"Haugesund";"1106";"2019"
"1106";"Haugesund";"1106";"2020"
"1111";"Sokndal";"1111";"2013"
"1111";"Sokndal";"1111";"2014"
"1111";"Sokndal";"1111";"2015"
"1111";"Sokndal";"1111";"2016"
"1111";"Sokndal";"1111";"2017"
"1111";"Sokndal";"1111";"2018"
"1111";"Sokndal";"1111";"2019"
"1111";"Sokndal";"1111";"2020"
"1112";"Lund";"1112";"2013"
"1112";"Lund";"1112";"2014"
"1112";"Lund";"1112";"2015"
"1112";"Lund";"1112";"2016"
"1112";"Lund";"1112";"2017"
"1112";"Lund";"1112";"2018"
"1112";"Lund";"1112";"2019"
"1112";"Lund";"1112";"2020"
"1114";"Bjerkreim";"1114";"2013"
"1114";"Bjerkreim";"1114";"2014"
"1114";"Bjerkreim";"1114";"2015"
"1114";"Bjerkreim";"1114";"2016"
"1114";"Bjerkreim";"1114";"2017"
"1114";"Bjerkreim";"1114";"2018"
"1114";"Bjerkreim";"1114";"2019"
"1114";"Bjerkreim";"1114";"2020"
"1119";"Hå";"1119";"2013"
"1119";"Hå";"1119";"2014"
"1119";"Hå";"1119";"2015"
"1119";"Hå";"1119";"2016"
"1119";"Hå";"1119";"2017"
"1119";"Hå";"1119";"2018"
"1119";"Hå";"1119";"2019"
"1119";"Hå";"1119";"2020"
"1120";"Klepp";"1120";"2013"
"1120";"Klepp";"1120";"2014"
"1120";"Klepp";"1120";"2015"
"1120";"Klepp";"1120";"2016"
"1120";"Klepp";"1120";"2017"
"1120";"Klepp";"1120";"2018"
"1120";"Klepp";"1120";"2019"
"1120";"Klepp";"1120";"2020"
"1121";"Time";"1121";"2013"
"1121";"Time";"1121";"2014"
"1121";"Time";"1121";"2015"
"1121";"Time";"1121";"2016"
"1121";"Time";"1121";"2017"
"1121";"Time";"1121";"2018"
"1121";"Time";"1121";"2019"
"1121";"Time";"1121";"2020"
"1122";"Gjesdal";"1122";"2013"
"1122";"Gjesdal";"1122";"2014"
"1122";"Gjesdal";"1122";"2015"
"1122";"Gjesdal";"1122";"2016"
"1122";"Gjesdal";"1122";"2017"
"1122";"Gjesdal";"1122";"2018"
"1122";"Gjesdal";"1122";"2019"
"1122";"Gjesdal";"1122";"2020"
"1124";"Sola";"1124";"2013"
"1124";"Sola";"1124";"2014"
"1124";"Sola";"1124";"2015"
"1124";"Sola";"1124";"2016"
"1124";"Sola";"1124";"2017"
"1124";"Sola";"1124";"2018"
"1124";"Sola";"1124";"2019"
"1124";"Sola";"1124";"2020"
"1127";"Randaberg";"1127";"2013"
"1127";"Randaberg";"1127";"2014"
"1127";"Randaberg";"1127";"2015"
"1127";"Randaberg";"1127";"2016"
"1127";"Randaberg";"1127";"2017"
"1127";"Randaberg";"1127";"2018"
"1127";"Randaberg";"1127";"2019"
"1127";"Randaberg";"1127";"2020"
"1108";"Sandnes";"1129";"2013"
"1108";"Sandnes";"1129";"2014"
"1108";"Sandnes";"1129";"2015"
"1108";"Sandnes";"1129";"2016"
"1108";"Sandnes";"1129";"2017"
"1108";"Sandnes";"1129";"2018"
"1108";"Sandnes";"1129";"2019"
"1130";"Strand";"1130";"2013"
"1130";"Strand";"1130";"2014"
"1130";"Strand";"1130";"2015"
"1130";"Strand";"1130";"2016"
"1130";"Strand";"1130";"2017"
"1130";"Strand";"1130";"2018"
"1130";"Strand";"1130";"2019"
"1130";"Strand";"1130";"2020"
"1133";"Hjelmeland";"1133";"2013"
"1133";"Hjelmeland";"1133";"2014"
"1133";"Hjelmeland";"1133";"2015"
"1133";"Hjelmeland";"1133";"2016"
"1133";"Hjelmeland";"1133";"2017"
"1133";"Hjelmeland";"1133";"2018"
"1133";"Hjelmeland";"1133";"2019"
"1133";"Hjelmeland";"1133";"2020"
"1134";"Suldal";"1134";"2013"
"1134";"Suldal";"1134";"2014"
"1134";"Suldal";"1134";"2015"
"1134";"Suldal";"1134";"2016"
"1134";"Suldal";"1134";"2017"
"1134";"Suldal";"1134";"2018"
"1134";"Suldal";"1134";"2019"
"1134";"Suldal";"1134";"2020"
"1135";"Sauda";"1135";"2013"
"1135";"Sauda";"1135";"2014"
"1135";"Sauda";"1135";"2015"
"1135";"Sauda";"1135";"2016"
"1135";"Sauda";"1135";"2017"
"1135";"Sauda";"1135";"2018"
"1135";"Sauda";"1135";"2019"
"1135";"Sauda";"1135";"2020"
"1103";"Stavanger";"1141";"2013"
"1103";"Stavanger";"1141";"2014"
"1103";"Stavanger";"1141";"2015"
"1103";"Stavanger";"1141";"2016"
"1103";"Stavanger";"1141";"2017"
"1103";"Stavanger";"1141";"2018"
"1103";"Stavanger";"1141";"2019"
"1103";"Stavanger";"1142";"2013"
"1103";"Stavanger";"1142";"2014"
"1103";"Stavanger";"1142";"2015"
"1103";"Stavanger";"1142";"2016"
"1103";"Stavanger";"1142";"2017"
"1103";"Stavanger";"1142";"2018"
"1103";"Stavanger";"1142";"2019"
"1144";"Kvitsøy";"1144";"2013"
"1144";"Kvitsøy";"1144";"2014"
"1144";"Kvitsøy";"1144";"2015"
"1144";"Kvitsøy";"1144";"2016"
"1144";"Kvitsøy";"1144";"2017"
"1144";"Kvitsøy";"1144";"2018"
"1144";"Kvitsøy";"1144";"2019"
"1144";"Kvitsøy";"1144";"2020"
"1145";"Bokn";"1145";"2013"
"1145";"Bokn";"1145";"2014"
"1145";"Bokn";"1145";"2015"
"1145";"Bokn";"1145";"2016"
"1145";"Bokn";"1145";"2017"
"1145";"Bokn";"1145";"2018"
"1145";"Bokn";"1145";"2019"
"1145";"Bokn";"1145";"2020"
"1146";"Tysvær";"1146";"2013"
"1146";"Tysvær";"1146";"2014"
"1146";"Tysvær";"1146";"2015"
"1146";"Tysvær";"1146";"2016"
"1146";"Tysvær";"1146";"2017"
"1146";"Tysvær";"1146";"2018"
"1146";"Tysvær";"1146";"2019"
"1146";"Tysvær";"1146";"2020"
"1149";"Karmøy";"1149";"2013"
"1149";"Karmøy";"1149";"2014"
"1149";"Karmøy";"1149";"2015"
"1149";"Karmøy";"1149";"2016"
"1149";"Karmøy";"1149";"2017"
"1149";"Karmøy";"1149";"2018"
"1149";"Karmøy";"1149";"2019"
"1149";"Karmøy";"1149";"2020"
