"kommunenummer_2020";"kommunenavn_2020";"historisk_nummer";"gyldig_år"
"1151";"Utsira";"1151";"2013"
"1151";"Utsira";"1151";"2014"
"1151";"Utsira";"1151";"2015"
"1151";"Utsira";"1151";"2016"
"1151";"Utsira";"1151";"2017"
"1151";"Utsira";"1151";"2018"
"1151";"Utsira";"1151";"2019"
"1151";"Utsira";"1151";"2020"
"1160";"Vindafjord";"1160";"2013"
"1160";"Vindafjord";"1160";"2014"
"1160";"Vindafjord";"1160";"2015"
"1160";"Vindafjord";"1160";"2016"
"1160";"Vindafjord";"1160";"2017"
"1160";"Vindafjord";"1160";"2018"
"1160";"Vindafjord";"1160";"2019"
"1160";"Vindafjord";"1160";"2020"
"4601";"Bergen";"1201";"2013"
"4601";"Bergen";"1201";"2014"
"4601";"Bergen";"1201";"2015"
"4601";"Bergen";"1201";"2016"
"4601";"Bergen";"1201";"2017"
"4601";"Bergen";"1201";"2018"
"4601";"Bergen";"1201";"2019"
"4611";"Etne";"1211";"2013"
"4611";"Etne";"1211";"2014"
"4611";"Etne";"1211";"2015"
"4611";"Etne";"1211";"2016"
"4611";"Etne";"1211";"2017"
"4611";"Etne";"1211";"2018"
"4611";"Etne";"1211";"2019"
"4612";"Sveio";"1216";"2013"
"4612";"Sveio";"1216";"2014"
"4612";"Sveio";"1216";"2015"
"4612";"Sveio";"1216";"2016"
"4612";"Sveio";"1216";"2017"
"4612";"Sveio";"1216";"2018"
"4612";"Sveio";"1216";"2019"
"4613";"Bømlo";"1219";"2013"
"4613";"Bømlo";"1219";"2014"
"4613";"Bømlo";"1219";"2015"
"4613";"Bømlo";"1219";"2016"
"4613";"Bømlo";"1219";"2017"
"4613";"Bømlo";"1219";"2018"
"4613";"Bømlo";"1219";"2019"
"4614";"Stord";"1221";"2013"
"4614";"Stord";"1221";"2014"
"4614";"Stord";"1221";"2015"
"4614";"Stord";"1221";"2016"
"4614";"Stord";"1221";"2017"
"4614";"Stord";"1221";"2018"
"4614";"Stord";"1221";"2019"
"4615";"Fitjar";"1222";"2013"
"4615";"Fitjar";"1222";"2014"
"4615";"Fitjar";"1222";"2015"
"4615";"Fitjar";"1222";"2016"
"4615";"Fitjar";"1222";"2017"
"4615";"Fitjar";"1222";"2018"
"4615";"Fitjar";"1222";"2019"
"4616";"Tysnes";"1223";"2013"
"4616";"Tysnes";"1223";"2014"
"4616";"Tysnes";"1223";"2015"
"4616";"Tysnes";"1223";"2016"
"4616";"Tysnes";"1223";"2017"
"4616";"Tysnes";"1223";"2018"
"4616";"Tysnes";"1223";"2019"
"4617";"Kvinnherad";"1224";"2013"
"4617";"Kvinnherad";"1224";"2014"
"4617";"Kvinnherad";"1224";"2015"
"4617";"Kvinnherad";"1224";"2016"
"4617";"Kvinnherad";"1224";"2017"
"4617";"Kvinnherad";"1224";"2018"
"4617";"Kvinnherad";"1224";"2019"
"4618";"Ullensvang";"1227";"2013"
"4618";"Ullensvang";"1227";"2014"
"4618";"Ullensvang";"1227";"2015"
"4618";"Ullensvang";"1227";"2016"
"4618";"Ullensvang";"1227";"2017"
"4618";"Ullensvang";"1227";"2018"
"4618";"Ullensvang";"1227";"2019"
"4618";"Ullensvang";"1228";"2013"
"4618";"Ullensvang";"1228";"2014"
"4618";"Ullensvang";"1228";"2015"
"4618";"Ullensvang";"1228";"2016"
"4618";"Ullensvang";"1228";"2017"
"4618";"Ullensvang";"1228";"2018"
"4618";"Ullensvang";"1228";"2019"
"4618";"Ullensvang";"1231";"2013"
"4618";"Ullensvang";"1231";"2014"
"4618";"Ullensvang";"1231";"2015"
"4618";"Ullensvang";"1231";"2016"
"4618";"Ullensvang";"1231";"2017"
"4618";"Ullensvang";"1231";"2018"
"4618";"Ullensvang";"1231";"2019"
"4619";"Eidfjord";"1232";"2013"
"4619";"Eidfjord";"1232";"2014"
"4619";"Eidfjord";"1232";"2015"
"4619";"Eidfjord";"1232";"2016"
"4619";"Eidfjord";"1232";"2017"
"4619";"Eidfjord";"1232";"2018"
"4619";"Eidfjord";"1232";"2019"
"4620";"Ulvik";"1233";"2013"
"4620";"Ulvik";"1233";"2014"
"4620";"Ulvik";"1233";"2015"
"4620";"Ulvik";"1233";"2016"
"4620";"Ulvik";"1233";"2017"
"4620";"Ulvik";"1233";"2018"
"4620";"Ulvik";"1233";"2019"
"4621";"Voss";"1234";"2013"
"4621";"Voss";"1234";"2014"
"4621";"Voss";"1234";"2015"
"4621";"Voss";"1234";"2016"
"4621";"Voss";"1234";"2017"
"4621";"Voss";"1234";"2018"
"4621";"Voss";"1234";"2019"
"4621";"Voss";"1235";"2013"
"4621";"Voss";"1235";"2014"
"4621";"Voss";"1235";"2015"
"4621";"Voss";"1235";"2016"
"4621";"Voss";"1235";"2017"
"4621";"Voss";"1235";"2018"
"4621";"Voss";"1235";"2019"
"4622";"Kvam";"1238";"2013"
"4622";"Kvam";"1238";"2014"
"4622";"Kvam";"1238";"2015"
"4622";"Kvam";"1238";"2016"
"4622";"Kvam";"1238";"2017"
"4622";"Kvam";"1238";"2018"
"4622";"Kvam";"1238";"2019"
"4624";"Bjørnafjorden";"1241";"2013"
"4624";"Bjørnafjorden";"1241";"2014"
"4624";"Bjørnafjorden";"1241";"2015"
"4624";"Bjørnafjorden";"1241";"2016"
"4624";"Bjørnafjorden";"1241";"2017"
"4624";"Bjørnafjorden";"1241";"2018"
"4624";"Bjørnafjorden";"1241";"2019"
"4623";"Samnanger";"1242";"2013"
"4623";"Samnanger";"1242";"2014"
"4623";"Samnanger";"1242";"2015"
"4623";"Samnanger";"1242";"2016"
"4623";"Samnanger";"1242";"2017"
"4623";"Samnanger";"1242";"2018"
"4623";"Samnanger";"1242";"2019"
"4624";"Bjørnafjorden";"1243";"2013"
"4624";"Bjørnafjorden";"1243";"2014"
"4624";"Bjørnafjorden";"1243";"2015"
"4624";"Bjørnafjorden";"1243";"2016"
"4624";"Bjørnafjorden";"1243";"2017"
"4624";"Bjørnafjorden";"1243";"2018"
"4624";"Bjørnafjorden";"1243";"2019"
"4625";"Austevoll";"1244";"2013"
"4625";"Austevoll";"1244";"2014"
"4625";"Austevoll";"1244";"2015"
"4625";"Austevoll";"1244";"2016"
"4625";"Austevoll";"1244";"2017"
"4625";"Austevoll";"1244";"2018"
"4625";"Austevoll";"1244";"2019"
"4626";"Øygarden";"1245";"2013"
"4626";"Øygarden";"1245";"2014"
"4626";"Øygarden";"1245";"2015"
"4626";"Øygarden";"1245";"2016"
"4626";"Øygarden";"1245";"2017"
"4626";"Øygarden";"1245";"2018"
"4626";"Øygarden";"1245";"2019"
"4626";"Øygarden";"1246";"2013"
"4626";"Øygarden";"1246";"2014"
"4626";"Øygarden";"1246";"2015"
"4626";"Øygarden";"1246";"2016"
"4626";"Øygarden";"1246";"2017"
"4626";"Øygarden";"1246";"2018"
"4626";"Øygarden";"1246";"2019"
"4627";"Askøy";"1247";"2013"
"4627";"Askøy";"1247";"2014"
"4627";"Askøy";"1247";"2015"
"4627";"Askøy";"1247";"2016"
"4627";"Askøy";"1247";"2017"
"4627";"Askøy";"1247";"2018"
"4627";"Askøy";"1247";"2019"
"4628";"Vaksdal";"1251";"2013"
"4628";"Vaksdal";"1251";"2014"
"4628";"Vaksdal";"1251";"2015"
"4628";"Vaksdal";"1251";"2016"
"4628";"Vaksdal";"1251";"2017"
"4628";"Vaksdal";"1251";"2018"
"4628";"Vaksdal";"1251";"2019"
"4629";"Modalen";"1252";"2013"
"4629";"Modalen";"1252";"2014"
"4629";"Modalen";"1252";"2015"
"4629";"Modalen";"1252";"2016"
"4629";"Modalen";"1252";"2017"
"4629";"Modalen";"1252";"2018"
"4629";"Modalen";"1252";"2019"
"4630";"Osterøy";"1253";"2013"
"4630";"Osterøy";"1253";"2014"
"4630";"Osterøy";"1253";"2015"
"4630";"Osterøy";"1253";"2016"
"4630";"Osterøy";"1253";"2017"
"4630";"Osterøy";"1253";"2018"
"4630";"Osterøy";"1253";"2019"
"4631";"Alver";"1256";"2013"
"4631";"Alver";"1256";"2014"
"4631";"Alver";"1256";"2015"
"4631";"Alver";"1256";"2016"
"4631";"Alver";"1256";"2017"
"4631";"Alver";"1256";"2018"
"4631";"Alver";"1256";"2019"
"4626";"Øygarden";"1259";"2013"
"4626";"Øygarden";"1259";"2014"
"4626";"Øygarden";"1259";"2015"
"4626";"Øygarden";"1259";"2016"
"4626";"Øygarden";"1259";"2017"
"4626";"Øygarden";"1259";"2018"
"4626";"Øygarden";"1259";"2019"
"4631";"Alver";"1260";"2013"
"4631";"Alver";"1260";"2014"
"4631";"Alver";"1260";"2015"
"4631";"Alver";"1260";"2016"
"4631";"Alver";"1260";"2017"
"4631";"Alver";"1260";"2018"
"4631";"Alver";"1260";"2019"
"4631";"Alver";"1263";"2013"
"4631";"Alver";"1263";"2014"
"4631";"Alver";"1263";"2015"
"4631";"Alver";"1263";"2016"
"4631";"Alver";"1263";"2017"
"4631";"Alver";"1263";"2018"
"4631";"Alver";"1263";"2019"
"4632";"Austrheim";"1264";"2013"
"4632";"Austrheim";"1264";"2014"
"4632";"Austrheim";"1264";"2015"
"4632";"Austrheim";"1264";"2016"
"4632";"Austrheim";"1264";"2017"
"4632";"Austrheim";"1264";"2018"
"4632";"Austrheim";"1264";"2019"
"4633";"Fedje";"1265";"2013"
"4633";"Fedje";"1265";"2014"
"4633";"Fedje";"1265";"2015"
"4633";"Fedje";"1265";"2016"
"4633";"Fedje";"1265";"2017"
"4633";"Fedje";"1265";"2018"
"4633";"Fedje";"1265";"2019"
"4634";"Masfjorden";"1266";"2013"
"4634";"Masfjorden";"1266";"2014"
"4634";"Masfjorden";"1266";"2015"
"4634";"Masfjorden";"1266";"2016"
"4634";"Masfjorden";"1266";"2017"
"4634";"Masfjorden";"1266";"2018"
"4634";"Masfjorden";"1266";"2019"
"4602";"Kinn";"1401";"2013"
"4602";"Kinn";"1401";"2014"
"4602";"Kinn";"1401";"2015"
"4602";"Kinn";"1401";"2016"
"4602";"Kinn";"1401";"2017"
"4602";"Kinn";"1401";"2018"
"4602";"Kinn";"1401";"2019"
"4635";"Gulen";"1411";"2013"
"4635";"Gulen";"1411";"2014"
"4635";"Gulen";"1411";"2015"
"4635";"Gulen";"1411";"2016"
"4635";"Gulen";"1411";"2017"
"4635";"Gulen";"1411";"2018"
"4635";"Gulen";"1411";"2019"
"4636";"Solund";"1412";"2013"
"4636";"Solund";"1412";"2014"
"4636";"Solund";"1412";"2015"
"4636";"Solund";"1412";"2016"
"4636";"Solund";"1412";"2017"
"4636";"Solund";"1412";"2018"
"4636";"Solund";"1412";"2019"
"4637";"Hyllestad";"1413";"2013"
"4637";"Hyllestad";"1413";"2014"
"4637";"Hyllestad";"1413";"2015"
"4637";"Hyllestad";"1413";"2016"
"4637";"Hyllestad";"1413";"2017"
"4637";"Hyllestad";"1413";"2018"
"4637";"Hyllestad";"1413";"2019"
"4638";"Høyanger";"1416";"2013"
"4638";"Høyanger";"1416";"2014"
"4638";"Høyanger";"1416";"2015"
"4638";"Høyanger";"1416";"2016"
"4638";"Høyanger";"1416";"2017"
"4638";"Høyanger";"1416";"2018"
"4638";"Høyanger";"1416";"2019"
"4639";"Vik";"1417";"2013"
"4639";"Vik";"1417";"2014"
"4639";"Vik";"1417";"2015"
"4639";"Vik";"1417";"2016"
"4639";"Vik";"1417";"2017"
"4639";"Vik";"1417";"2018"
"4639";"Vik";"1417";"2019"
"4640";"Sogndal";"1418";"2013"
"4640";"Sogndal";"1418";"2014"
"4640";"Sogndal";"1418";"2015"
"4640";"Sogndal";"1418";"2016"
"4640";"Sogndal";"1418";"2017"
"4640";"Sogndal";"1418";"2018"
"4640";"Sogndal";"1418";"2019"
"4640";"Sogndal";"1419";"2013"
"4640";"Sogndal";"1419";"2014"
"4640";"Sogndal";"1419";"2015"
"4640";"Sogndal";"1419";"2016"
"4640";"Sogndal";"1419";"2017"
"4640";"Sogndal";"1419";"2018"
"4640";"Sogndal";"1419";"2019"
"4640";"Sogndal";"1420";"2013"
"4640";"Sogndal";"1420";"2014"
"4640";"Sogndal";"1420";"2015"
"4640";"Sogndal";"1420";"2016"
"4640";"Sogndal";"1420";"2017"
"4640";"Sogndal";"1420";"2018"
"4640";"Sogndal";"1420";"2019"
"4641";"Aurland";"1421";"2013"
"4641";"Aurland";"1421";"2014"
"4641";"Aurland";"1421";"2015"
"4641";"Aurland";"1421";"2016"
"4641";"Aurland";"1421";"2017"
"4641";"Aurland";"1421";"2018"
"4641";"Aurland";"1421";"2019"
"4642";"Lærdal";"1422";"2013"
"4642";"Lærdal";"1422";"2014"
"4642";"Lærdal";"1422";"2015"
"4642";"Lærdal";"1422";"2016"
"4642";"Lærdal";"1422";"2017"
"4642";"Lærdal";"1422";"2018"
"4642";"Lærdal";"1422";"2019"
"4643";"Årdal";"1424";"2013"
"4643";"Årdal";"1424";"2014"
"4643";"Årdal";"1424";"2015"
"4643";"Årdal";"1424";"2016"
"4643";"Årdal";"1424";"2017"
"4643";"Årdal";"1424";"2018"
"4643";"Årdal";"1424";"2019"
"4644";"Luster";"1426";"2013"
"4644";"Luster";"1426";"2014"
"4644";"Luster";"1426";"2015"
"4644";"Luster";"1426";"2016"
"4644";"Luster";"1426";"2017"
"4644";"Luster";"1426";"2018"
"4644";"Luster";"1426";"2019"
"4645";"Askvoll";"1428";"2013"
"4645";"Askvoll";"1428";"2014"
"4645";"Askvoll";"1428";"2015"
"4645";"Askvoll";"1428";"2016"
"4645";"Askvoll";"1428";"2017"
"4645";"Askvoll";"1428";"2018"
"4645";"Askvoll";"1428";"2019"
"4646";"Fjaler";"1429";"2013"
"4646";"Fjaler";"1429";"2014"
"4646";"Fjaler";"1429";"2015"
"4646";"Fjaler";"1429";"2016"
"4646";"Fjaler";"1429";"2017"
"4646";"Fjaler";"1429";"2018"
"4646";"Fjaler";"1429";"2019"
"4647";"Sunnfjord";"1430";"2013"
"4647";"Sunnfjord";"1430";"2014"
"4647";"Sunnfjord";"1430";"2015"
"4647";"Sunnfjord";"1430";"2016"
"4647";"Sunnfjord";"1430";"2017"
"4647";"Sunnfjord";"1430";"2018"
"4647";"Sunnfjord";"1430";"2019"
"4647";"Sunnfjord";"1431";"2013"
"4647";"Sunnfjord";"1431";"2014"
"4647";"Sunnfjord";"1431";"2015"
"4647";"Sunnfjord";"1431";"2016"
"4647";"Sunnfjord";"1431";"2017"
"4647";"Sunnfjord";"1431";"2018"
"4647";"Sunnfjord";"1431";"2019"
"4647";"Sunnfjord";"1432";"2013"
"4647";"Sunnfjord";"1432";"2014"
"4647";"Sunnfjord";"1432";"2015"
"4647";"Sunnfjord";"1432";"2016"
"4647";"Sunnfjord";"1432";"2017"
"4647";"Sunnfjord";"1432";"2018"
"4647";"Sunnfjord";"1432";"2019"
"4647";"Sunnfjord";"1433";"2013"
"4647";"Sunnfjord";"1433";"2014"
"4647";"Sunnfjord";"1433";"2015"
"4647";"Sunnfjord";"1433";"2016"
"4647";"Sunnfjord";"1433";"2017"
"4647";"Sunnfjord";"1433";"2018"
"4647";"Sunnfjord";"1433";"2019"
"4648";"Bremanger";"1438";"2013"
"4648";"Bremanger";"1438";"2014"
"4648";"Bremanger";"1438";"2015"
"4648";"Bremanger";"1438";"2016"
"4648";"Bremanger";"1438";"2017"
"4648";"Bremanger";"1438";"2018"
"4648";"Bremanger";"1438";"2019"
"4602";"Kinn";"1439";"2013"
"4602";"Kinn";"1439";"2014"
"4602";"Kinn";"1439";"2015"
"4602";"Kinn";"1439";"2016"
"4602";"Kinn";"1439";"2017"
"4602";"Kinn";"1439";"2018"
"4602";"Kinn";"1439";"2019"
"4649";"Stad";"1441";"2013"
"4649";"Stad";"1441";"2014"
"4649";"Stad";"1441";"2015"
"4649";"Stad";"1441";"2016"
"4649";"Stad";"1441";"2017"
"4649";"Stad";"1441";"2018"
"4649";"Stad";"1441";"2019"
"4649";"Stad";"1443";"2013"
"4649";"Stad";"1443";"2014"
"4649";"Stad";"1443";"2015"
"4649";"Stad";"1443";"2016"
"4649";"Stad";"1443";"2017"
"4649";"Stad";"1443";"2018"
"4649";"Stad";"1443";"2019"
"1577";"Volda";"1444";"2013"
"1577";"Volda";"1444";"2014"
"1577";"Volda";"1444";"2015"
"1577";"Volda";"1444";"2016"
"1577";"Volda";"1444";"2017"
"1577";"Volda";"1444";"2018"
"1577";"Volda";"1444";"2019"
"4650";"Gloppen";"1445";"2013"
"4650";"Gloppen";"1445";"2014"
"4650";"Gloppen";"1445";"2015"
"4650";"Gloppen";"1445";"2016"
"4650";"Gloppen";"1445";"2017"
"4650";"Gloppen";"1445";"2018"
"4650";"Gloppen";"1445";"2019"
"4651";"Stryn";"1449";"2013"
"4651";"Stryn";"1449";"2014"
"4651";"Stryn";"1449";"2015"
"4651";"Stryn";"1449";"2016"
"4651";"Stryn";"1449";"2017"
"4651";"Stryn";"1449";"2018"
"4651";"Stryn";"1449";"2019"
"1506";"Molde";"1502";"2013"
"1506";"Molde";"1502";"2014"
"1506";"Molde";"1502";"2015"
"1506";"Molde";"1502";"2016"
"1506";"Molde";"1502";"2017"
"1506";"Molde";"1502";"2018"
"1506";"Molde";"1502";"2019"
"1507";"Ålesund";"1504";"2013"
"1507";"Ålesund";"1504";"2014"
"1507";"Ålesund";"1504";"2015"
"1507";"Ålesund";"1504";"2016"
"1507";"Ålesund";"1504";"2017"
"1507";"Ålesund";"1504";"2018"
"1507";"Ålesund";"1504";"2019"
"1505";"Kristiansund";"1505";"2013"
"1505";"Kristiansund";"1505";"2014"
"1505";"Kristiansund";"1505";"2015"
"1505";"Kristiansund";"1505";"2016"
"1505";"Kristiansund";"1505";"2017"
"1505";"Kristiansund";"1505";"2018"
"1505";"Kristiansund";"1505";"2019"
"1505";"Kristiansund";"1505";"2020"
"1511";"Vanylven";"1511";"2013"
"1511";"Vanylven";"1511";"2014"
"1511";"Vanylven";"1511";"2015"
"1511";"Vanylven";"1511";"2016"
"1511";"Vanylven";"1511";"2017"
"1511";"Vanylven";"1511";"2018"
"1511";"Vanylven";"1511";"2019"
"1511";"Vanylven";"1511";"2020"
"1514";"Sande";"1514";"2013"
"1514";"Sande";"1514";"2014"
"1514";"Sande";"1514";"2015"
"1514";"Sande";"1514";"2016"
"1514";"Sande";"1514";"2017"
"1514";"Sande";"1514";"2018"
"1514";"Sande";"1514";"2019"
"1514";"Sande";"1514";"2020"
"1515";"Herøy (Møre og Romsdal)";"1515";"2013"
"1515";"Herøy (Møre og Romsdal)";"1515";"2014"
"1515";"Herøy (Møre og Romsdal)";"1515";"2015"
"1515";"Herøy (Møre og Romsdal)";"1515";"2016"
"1515";"Herøy (Møre og Romsdal)";"1515";"2017"
"1515";"Herøy (Møre og Romsdal)";"1515";"2018"
"1515";"Herøy (Møre og Romsdal)";"1515";"2019"
"1515";"Herøy (Møre og Romsdal)";"1515";"2020"
"1516";"Ulstein";"1516";"2013"
"1516";"Ulstein";"1516";"2014"
"1516";"Ulstein";"1516";"2015"
"1516";"Ulstein";"1516";"2016"
"1516";"Ulstein";"1516";"2017"
"1516";"Ulstein";"1516";"2018"
"1516";"Ulstein";"1516";"2019"
"1516";"Ulstein";"1516";"2020"
"1517";"Hareid";"1517";"2013"
"1517";"Hareid";"1517";"2014"
"1517";"Hareid";"1517";"2015"
"1517";"Hareid";"1517";"2016"
"1517";"Hareid";"1517";"2017"
"1517";"Hareid";"1517";"2018"
"1517";"Hareid";"1517";"2019"
"1517";"Hareid";"1517";"2020"
"1577";"Volda";"1519";"2013"
"1577";"Volda";"1519";"2014"
"1577";"Volda";"1519";"2015"
"1577";"Volda";"1519";"2016"
"1577";"Volda";"1519";"2017"
"1577";"Volda";"1519";"2018"
"1577";"Volda";"1519";"2019"
"1520";"Ørsta";"1520";"2013"
"1520";"Ørsta";"1520";"2014"
"1520";"Ørsta";"1520";"2015"
"1520";"Ørsta";"1520";"2016"
"1520";"Ørsta";"1520";"2017"
"1520";"Ørsta";"1520";"2018"
"1520";"Ørsta";"1520";"2019"
"1520";"Ørsta";"1520";"2020"
"1507";"Ålesund";"1523";"2013"
"1507";"Ålesund";"1523";"2014"
"1507";"Ålesund";"1523";"2015"
"1507";"Ålesund";"1523";"2016"
"1507";"Ålesund";"1523";"2017"
"1507";"Ålesund";"1523";"2018"
"1507";"Ålesund";"1523";"2019"
"1578";"Fjord";"1524";"2013"
"1578";"Fjord";"1524";"2014"
"1578";"Fjord";"1524";"2015"
"1578";"Fjord";"1524";"2016"
"1578";"Fjord";"1524";"2017"
"1578";"Fjord";"1524";"2018"
"1578";"Fjord";"1524";"2019"
"1525";"Stranda";"1525";"2013"
"1525";"Stranda";"1525";"2014"
"1525";"Stranda";"1525";"2015"
"1525";"Stranda";"1525";"2016"
"1525";"Stranda";"1525";"2017"
"1525";"Stranda";"1525";"2018"
"1525";"Stranda";"1525";"2019"
"1525";"Stranda";"1525";"2020"
"1578";"Fjord";"1526";"2013"
"1578";"Fjord";"1526";"2014"
"1578";"Fjord";"1526";"2015"
"1578";"Fjord";"1526";"2016"
"1578";"Fjord";"1526";"2017"
"1578";"Fjord";"1526";"2018"
"1578";"Fjord";"1526";"2019"
"1528";"Sykkylven";"1528";"2013"
"1528";"Sykkylven";"1528";"2014"
"1528";"Sykkylven";"1528";"2015"
"1528";"Sykkylven";"1528";"2016"
"1528";"Sykkylven";"1528";"2017"
"1528";"Sykkylven";"1528";"2018"
"1528";"Sykkylven";"1528";"2019"
"1528";"Sykkylven";"1528";"2020"
"1507";"Ålesund";"1529";"2013"
"1507";"Ålesund";"1529";"2014"
"1507";"Ålesund";"1529";"2015"
"1507";"Ålesund";"1529";"2016"
"1507";"Ålesund";"1529";"2017"
"1507";"Ålesund";"1529";"2018"
"1507";"Ålesund";"1529";"2019"
"1531";"Sula";"1531";"2013"
"1531";"Sula";"1531";"2014"
"1531";"Sula";"1531";"2015"
"1531";"Sula";"1531";"2016"
"1531";"Sula";"1531";"2017"
"1531";"Sula";"1531";"2018"
"1531";"Sula";"1531";"2019"
"1531";"Sula";"1531";"2020"
"1532";"Giske";"1532";"2013"
"1532";"Giske";"1532";"2014"
"1532";"Giske";"1532";"2015"
"1532";"Giske";"1532";"2016"
"1532";"Giske";"1532";"2017"
"1532";"Giske";"1532";"2018"
"1532";"Giske";"1532";"2019"
"1532";"Giske";"1532";"2020"
"1507";"Ålesund";"1534";"2013"
"1507";"Ålesund";"1534";"2014"
"1507";"Ålesund";"1534";"2015"
"1507";"Ålesund";"1534";"2016"
"1507";"Ålesund";"1534";"2017"
"1507";"Ålesund";"1534";"2018"
"1507";"Ålesund";"1534";"2019"
"1535";"Vestnes";"1535";"2013"
"1535";"Vestnes";"1535";"2014"
"1535";"Vestnes";"1535";"2015"
"1535";"Vestnes";"1535";"2016"
"1535";"Vestnes";"1535";"2017"
"1535";"Vestnes";"1535";"2018"
"1535";"Vestnes";"1535";"2019"
"1535";"Vestnes";"1535";"2020"
"1539";"Rauma";"1539";"2013"
"1539";"Rauma";"1539";"2014"
"1539";"Rauma";"1539";"2015"
"1539";"Rauma";"1539";"2016"
"1539";"Rauma";"1539";"2017"
"1539";"Rauma";"1539";"2018"
"1539";"Rauma";"1539";"2019"
"1539";"Rauma";"1539";"2020"
"1506";"Molde";"1543";"2013"
"1506";"Molde";"1543";"2014"
"1506";"Molde";"1543";"2015"
"1506";"Molde";"1543";"2016"
"1506";"Molde";"1543";"2017"
"1506";"Molde";"1543";"2018"
"1506";"Molde";"1543";"2019"
"1506";"Molde";"1545";"2013"
"1506";"Molde";"1545";"2014"
"1506";"Molde";"1545";"2015"
"1506";"Molde";"1545";"2016"
"1506";"Molde";"1545";"2017"
"1506";"Molde";"1545";"2018"
"1506";"Molde";"1545";"2019"
"1507";"Ålesund";"1546";"2013"
"1507";"Ålesund";"1546";"2014"
"1507";"Ålesund";"1546";"2015"
"1507";"Ålesund";"1546";"2016"
"1507";"Ålesund";"1546";"2017"
"1507";"Ålesund";"1546";"2018"
"1507";"Ålesund";"1546";"2019"
"1547";"Aukra";"1547";"2013"
"1547";"Aukra";"1547";"2014"
"1547";"Aukra";"1547";"2015"
"1547";"Aukra";"1547";"2016"
"1547";"Aukra";"1547";"2017"
"1547";"Aukra";"1547";"2018"
"1547";"Aukra";"1547";"2019"
"1547";"Aukra";"1547";"2020"
"1579";"Hustadvika";"1548";"2013"
"1579";"Hustadvika";"1548";"2014"
"1579";"Hustadvika";"1548";"2015"
"1579";"Hustadvika";"1548";"2016"
"1579";"Hustadvika";"1548";"2017"
"1579";"Hustadvika";"1548";"2018"
"1579";"Hustadvika";"1548";"2019"
"1579";"Hustadvika";"1551";"2013"
"1579";"Hustadvika";"1551";"2014"
"1579";"Hustadvika";"1551";"2015"
"1579";"Hustadvika";"1551";"2016"
"1579";"Hustadvika";"1551";"2017"
"1579";"Hustadvika";"1551";"2018"
"1579";"Hustadvika";"1551";"2019"
"1554";"Averøy";"1554";"2013"
"1554";"Averøy";"1554";"2014"
"1554";"Averøy";"1554";"2015"
"1554";"Averøy";"1554";"2016"
"1554";"Averøy";"1554";"2017"
"1554";"Averøy";"1554";"2018"
"1554";"Averøy";"1554";"2019"
"1554";"Averøy";"1554";"2020"
"1557";"Gjemnes";"1557";"2013"
"1557";"Gjemnes";"1557";"2014"
"1557";"Gjemnes";"1557";"2015"
"1557";"Gjemnes";"1557";"2016"
"1557";"Gjemnes";"1557";"2017"
"1557";"Gjemnes";"1557";"2018"
"1557";"Gjemnes";"1557";"2019"
"1557";"Gjemnes";"1557";"2020"
"1560";"Tingvoll";"1560";"2013"
"1560";"Tingvoll";"1560";"2014"
"1560";"Tingvoll";"1560";"2015"
"1560";"Tingvoll";"1560";"2016"
"1560";"Tingvoll";"1560";"2017"
"1560";"Tingvoll";"1560";"2018"
"1560";"Tingvoll";"1560";"2019"
"1560";"Tingvoll";"1560";"2020"
"1563";"Sunndal";"1563";"2013"
"1563";"Sunndal";"1563";"2014"
"1563";"Sunndal";"1563";"2015"
"1563";"Sunndal";"1563";"2016"
"1563";"Sunndal";"1563";"2017"
"1563";"Sunndal";"1563";"2018"
"1563";"Sunndal";"1563";"2019"
"1563";"Sunndal";"1563";"2020"
"1566";"Surnadal";"1566";"2013"
"1566";"Surnadal";"1566";"2014"
"1566";"Surnadal";"1566";"2015"
"1566";"Surnadal";"1566";"2016"
"1566";"Surnadal";"1566";"2017"
"1566";"Surnadal";"1566";"2018"
"1566";"Surnadal";"1566";"2019"
"1566";"Surnadal";"1566";"2020"
"5061";"Rindal";"1567";"2013"
"5061";"Rindal";"1567";"2014"
"5061";"Rindal";"1567";"2015"
"5061";"Rindal";"1567";"2016"
"5061";"Rindal";"1567";"2017"
"5061";"Rindal";"1567";"2018"
"5055";"Heim";"1571";"2013"
"5055";"Heim";"1571";"2014"
"5055";"Heim";"1571";"2015"
"5055";"Heim";"1571";"2016"
"5055";"Heim";"1571";"2017"
"5055";"Heim";"1571";"2018"
"5055";"Heim";"1571";"2019"
"1573";"Smøla";"1573";"2013"
"1573";"Smøla";"1573";"2014"
"1573";"Smøla";"1573";"2015"
"1573";"Smøla";"1573";"2016"
"1573";"Smøla";"1573";"2017"
"1573";"Smøla";"1573";"2018"
"1573";"Smøla";"1573";"2019"
"1573";"Smøla";"1573";"2020"
"1576";"Aure";"1576";"2013"
"1576";"Aure";"1576";"2014"
"1576";"Aure";"1576";"2015"
"1576";"Aure";"1576";"2016"
"1576";"Aure";"1576";"2017"
"1576";"Aure";"1576";"2018"
"1576";"Aure";"1576";"2019"
"1576";"Aure";"1576";"2020"
"5001";"Trondheim";"1601";"2013"
"5001";"Trondheim";"1601";"2014"
"5001";"Trondheim";"1601";"2015"
"5001";"Trondheim";"1601";"2016"
"5001";"Trondheim";"1601";"2017"
