"kommunenummer_2013";"kommunenavn_2013";"kommunenummer_2017";"kommunenavn_2017";"endringsmerknad_13_17"
"0418";"Nord-Odal";"0418";"Nord-Odal";"uendret fra 2013 til 2017"
"0419";"Sør-Odal";"0419";"Sør-Odal";"uendret fra 2013 til 2017"
"0420";"Eidskog";"0420";"Eidskog";"uendret fra 2013 til 2017"
"0423";"Grue";"0423";"Grue";"uendret fra 2013 til 2017"
"0425";"Åsnes";"0425";"Åsnes";"uendret fra 2013 til 2017"
"0426";"Våler";"0426";"Våler";"uendret fra 2013 til 2017"
"0427";"Elverum";"0427";"Elverum";"uendret fra 2013 til 2017"
"0428";"Trysil";"0428";"Trysil";"uendret fra 2013 til 2017"
"0429";"Åmot";"0429";"Åmot";"uendret fra 2013 til 2017"
"0430";"Stor-Elvdal";"0430";"Stor-Elvdal";"uendret fra 2013 til 2017"
"0432";"Rendalen";"0432";"Rendalen";"uendret fra 2013 til 2017"
"0434";"Engerdal";"0434";"Engerdal";"uendret fra 2013 til 2017"
"0436";"Tolga";"0436";"Tolga";"uendret fra 2013 til 2017"
"0437";"Tynset";"0437";"Tynset";"uendret fra 2013 til 2017"
"0438";"Alvdal";"0438";"Alvdal";"uendret fra 2013 til 2017"
"0439";"Folldal";"0439";"Folldal";"uendret fra 2013 til 2017"
"0441";"Os";"0441";"Os";"uendret fra 2013 til 2017"
"0501";"Lillehammer";"0501";"Lillehammer";"uendret fra 2013 til 2017"
"0502";"Gjøvik";"0502";"Gjøvik";"uendret fra 2013 til 2017"
"0511";"Dovre";"0511";"Dovre";"uendret fra 2013 til 2017"
"0512";"Lesja";"0512";"Lesja";"uendret fra 2013 til 2017"
"0513";"Skjåk";"0513";"Skjåk";"uendret fra 2013 til 2017"
"0514";"Lom";"0514";"Lom";"uendret fra 2013 til 2017"
"0515";"Vågå";"0515";"Vågå";"uendret fra 2013 til 2017"
"0516";"Nord-Fron";"0516";"Nord-Fron";"uendret fra 2013 til 2017"
"0517";"Sel";"0517";"Sel";"uendret fra 2013 til 2017"
"0519";"Sør-Fron";"0519";"Sør-Fron";"uendret fra 2013 til 2017"
"0520";"Ringebu";"0520";"Ringebu";"uendret fra 2013 til 2017"
"0521";"Øyer";"0521";"Øyer";"uendret fra 2013 til 2017"
"0522";"Gausdal";"0522";"Gausdal";"uendret fra 2013 til 2017"
"0528";"Østre Toten";"0528";"Østre Toten";"uendret fra 2013 til 2017"
"0529";"Vestre Toten";"0529";"Vestre Toten";"uendret fra 2013 til 2017"
"0532";"Jevnaker";"0532";"Jevnaker";"uendret fra 2013 til 2017"
"0533";"Lunner";"0533";"Lunner";"uendret fra 2013 til 2017"
"0534";"Gran";"0534";"Gran";"uendret fra 2013 til 2017"
"0536";"Søndre Land";"0536";"Søndre Land";"uendret fra 2013 til 2017"
"0538";"Nordre Land";"0538";"Nordre Land";"uendret fra 2013 til 2017"
"0540";"Sør-Aurdal";"0540";"Sør-Aurdal";"uendret fra 2013 til 2017"
"0541";"Etnedal";"0541";"Etnedal";"uendret fra 2013 til 2017"
"0542";"Nord-Aurdal";"0542";"Nord-Aurdal";"uendret fra 2013 til 2017"
"0543";"Vestre Slidre";"0543";"Vestre Slidre";"uendret fra 2013 til 2017"
"0544";"Øystre Slidre";"0544";"Øystre Slidre";"uendret fra 2013 til 2017"
"0545";"Vang";"0545";"Vang";"uendret fra 2013 til 2017"
"0602";"Drammen";"0602";"Drammen";"uendret fra 2013 til 2017"
"0604";"Kongsberg";"0604";"Kongsberg";"uendret fra 2013 til 2017"
"0605";"Ringerike";"0605";"Ringerike";"uendret fra 2013 til 2017"
"0612";"Hole";"0612";"Hole";"uendret fra 2013 til 2017"
"0615";"Flå";"0615";"Flå";"uendret fra 2013 til 2017"
"0616";"Nes";"0616";"Nes";"uendret fra 2013 til 2017"
"0617";"Gol";"0617";"Gol";"uendret fra 2013 til 2017"
"0618";"Hemsedal";"0618";"Hemsedal";"uendret fra 2013 til 2017"
"0619";"Ål";"0619";"Ål";"uendret fra 2013 til 2017"
"0620";"Hol";"0620";"Hol";"uendret fra 2013 til 2017"
"0621";"Sigdal";"0621";"Sigdal";"uendret fra 2013 til 2017"
"0622";"Krødsherad";"0622";"Krødsherad";"uendret fra 2013 til 2017"
"0623";"Modum";"0623";"Modum";"uendret fra 2013 til 2017"
"0624";"Øvre Eiker";"0624";"Øvre Eiker";"uendret fra 2013 til 2017"
"0625";"Nedre Eiker";"0625";"Nedre Eiker";"uendret fra 2013 til 2017"
"0626";"Lier";"0626";"Lier";"uendret fra 2013 til 2017"
"0627";"Røyken";"0627";"Røyken";"uendret fra 2013 til 2017"
"0628";"Hurum";"0628";"Hurum";"uendret fra 2013 til 2017"
"0631";"Flesberg";"0631";"Flesberg";"uendret fra 2013 til 2017"
"0632";"Rollag";"0632";"Rollag";"uendret fra 2013 til 2017"
"0633";"Nore og Uvdal";"0633";"Nore og Uvdal";"uendret fra 2013 til 2017"
"0701";"Horten";"0701";"Horten";"uendret fra 2013 til 2017"
"0702";"Holmestrand";"0702";"Holmestrand";"uendret fra 2013 til 2017"
"0704";"Tønsberg";"0704";"Tønsberg";"uendret fra 2013 til 2017"
"0706";"Sandefjord";"0710";"Sandefjord";"slått sammen fra 2013 til 2017"
"0709";"Larvik";"0709";"Larvik";"uendret fra 2013 til 2017"
"0711";"Svelvik";"0711";"Svelvik";"uendret fra 2013 til 2017"
"0713";"Sande";"0713";"Sande";"uendret fra 2013 til 2017"
"0714";"Hof";"0714";"Hof";"uendret fra 2013 til 2017"
"0716";"Re";"0716";"Re";"uendret fra 2013 til 2017"
"0719";"Andebu";"0710";"Sandefjord";"slått sammen fra 2013 til 2017"
"0720";"Stokke";"0710";"Sandefjord";"slått sammen fra 2013 til 2017"
"0722";"Nøtterøy";"0722";"Nøtterøy";"uendret fra 2013 til 2017"
"0723";"Tjøme";"0723";"Tjøme";"uendret fra 2013 til 2017"
"0728";"Lardal";"0728";"Lardal";"uendret fra 2013 til 2017"
"0805";"Porsgrunn";"0805";"Porsgrunn";"uendret fra 2013 til 2017"
"0806";"Skien";"0806";"Skien";"uendret fra 2013 til 2017"
"0807";"Notodden";"0807";"Notodden";"uendret fra 2013 til 2017"
"0811";"Siljan";"0811";"Siljan";"uendret fra 2013 til 2017"
"0814";"Bamble";"0814";"Bamble";"uendret fra 2013 til 2017"
"0815";"Kragerø";"0815";"Kragerø";"uendret fra 2013 til 2017"
"0817";"Drangedal";"0817";"Drangedal";"uendret fra 2013 til 2017"
"0819";"Nome";"0819";"Nome";"uendret fra 2013 til 2017"
"0821";"Bø";"0821";"Bø";"uendret fra 2013 til 2017"
"0822";"Sauherad";"0822";"Sauherad";"uendret fra 2013 til 2017"
"0826";"Tinn";"0826";"Tinn";"uendret fra 2013 til 2017"
"0827";"Hjartdal";"0827";"Hjartdal";"uendret fra 2013 til 2017"
"0828";"Seljord";"0828";"Seljord";"uendret fra 2013 til 2017"
"0829";"Kviteseid";"0829";"Kviteseid";"uendret fra 2013 til 2017"
"0830";"Nissedal";"0830";"Nissedal";"uendret fra 2013 til 2017"
"0831";"Fyresdal";"0831";"Fyresdal";"uendret fra 2013 til 2017"
"0833";"Tokke";"0833";"Tokke";"uendret fra 2013 til 2017"
"0834";"Vinje";"0834";"Vinje";"uendret fra 2013 til 2017"
"0901";"Risør";"0901";"Risør";"uendret fra 2013 til 2017"
"0904";"Grimstad";"0904";"Grimstad";"uendret fra 2013 til 2017"
"0906";"Arendal";"0906";"Arendal";"uendret fra 2013 til 2017"
"0911";"Gjerstad";"0911";"Gjerstad";"uendret fra 2013 til 2017"
"0912";"Vegårshei";"0912";"Vegårshei";"uendret fra 2013 til 2017"
"0914";"Tvedestrand";"0914";"Tvedestrand";"uendret fra 2013 til 2017"
"0919";"Froland";"0919";"Froland";"uendret fra 2013 til 2017"
"0926";"Lillesand";"0926";"Lillesand";"uendret fra 2013 til 2017"
"0928";"Birkenes";"0928";"Birkenes";"uendret fra 2013 til 2017"
"0929";"Åmli";"0929";"Åmli";"uendret fra 2013 til 2017"
"0935";"Iveland";"0935";"Iveland";"uendret fra 2013 til 2017"
"0937";"Evje og Hornnes";"0937";"Evje og Hornnes";"uendret fra 2013 til 2017"
"0938";"Bygland";"0938";"Bygland";"uendret fra 2013 til 2017"
"0940";"Valle";"0940";"Valle";"uendret fra 2013 til 2017"
"0941";"Bykle";"0941";"Bykle";"uendret fra 2013 til 2017"
"1001";"Kristiansand";"1001";"Kristiansand";"uendret fra 2013 til 2017"
"1002";"Mandal";"1002";"Mandal";"uendret fra 2013 til 2017"
"1003";"Farsund";"1003";"Farsund";"uendret fra 2013 til 2017"
"1004";"Flekkefjord";"1004";"Flekkefjord";"uendret fra 2013 til 2017"
"1014";"Vennesla";"1014";"Vennesla";"uendret fra 2013 til 2017"
"1017";"Songdalen";"1017";"Songdalen";"uendret fra 2013 til 2017"
"1018";"Søgne";"1018";"Søgne";"uendret fra 2013 til 2017"
"1021";"Marnardal";"1021";"Marnardal";"uendret fra 2013 til 2017"
"1026";"Åseral";"1026";"Åseral";"uendret fra 2013 til 2017"
"1027";"Audnedal";"1027";"Audnedal";"uendret fra 2013 til 2017"
"1029";"Lindesnes";"1029";"Lindesnes";"uendret fra 2013 til 2017"
"1032";"Lyngdal";"1032";"Lyngdal";"uendret fra 2013 til 2017"
"1034";"Hægebostad";"1034";"Hægebostad";"uendret fra 2013 til 2017"
"1037";"Kvinesdal";"1037";"Kvinesdal";"uendret fra 2013 til 2017"
"1046";"Sirdal";"1046";"Sirdal";"uendret fra 2013 til 2017"
"1101";"Eigersund";"1101";"Eigersund";"uendret fra 2013 til 2017"
"1102";"Sandnes";"1102";"Sandnes";"uendret fra 2013 til 2017"
"1103";"Stavanger";"1103";"Stavanger";"uendret fra 2013 til 2017"
"1106";"Haugesund";"1106";"Haugesund";"uendret fra 2013 til 2017"
"1111";"Sokndal";"1111";"Sokndal";"uendret fra 2013 til 2017"
"1112";"Lund";"1112";"Lund";"uendret fra 2013 til 2017"
"1114";"Bjerkreim";"1114";"Bjerkreim";"uendret fra 2013 til 2017"
"1119";"Hå";"1119";"Hå";"uendret fra 2013 til 2017"
"1120";"Klepp";"1120";"Klepp";"uendret fra 2013 til 2017"
"1121";"Time";"1121";"Time";"uendret fra 2013 til 2017"
"1122";"Gjesdal";"1122";"Gjesdal";"uendret fra 2013 til 2017"
"1124";"Sola";"1124";"Sola";"uendret fra 2013 til 2017"
"1127";"Randaberg";"1127";"Randaberg";"uendret fra 2013 til 2017"
"1129";"Forsand";"1129";"Forsand";"uendret fra 2013 til 2017"
"1130";"Strand";"1130";"Strand";"uendret fra 2013 til 2017"
"1133";"Hjelmeland";"1133";"Hjelmeland";"uendret fra 2013 til 2017"
"1134";"Suldal";"1134";"Suldal";"uendret fra 2013 til 2017"
"1135";"Sauda";"1135";"Sauda";"uendret fra 2013 til 2017"
"1141";"Finnøy";"1141";"Finnøy";"uendret fra 2013 til 2017"
"1142";"Rennesøy";"1142";"Rennesøy";"uendret fra 2013 til 2017"
"1144";"Kvitsøy";"1144";"Kvitsøy";"uendret fra 2013 til 2017"
"1145";"Bokn";"1145";"Bokn";"uendret fra 2013 til 2017"
"1146";"Tysvær";"1146";"Tysvær";"uendret fra 2013 til 2017"
"1149";"Karmøy";"1149";"Karmøy";"uendret fra 2013 til 2017"
"1151";"Utsira";"1151";"Utsira";"uendret fra 2013 til 2017"
"1160";"Vindafjord";"1160";"Vindafjord";"uendret fra 2013 til 2017"
"1201";"Bergen";"1201";"Bergen";"uendret fra 2013 til 2017"
"1211";"Etne";"1211";"Etne";"uendret fra 2013 til 2017"
"1216";"Sveio";"1216";"Sveio";"uendret fra 2013 til 2017"
"1219";"Bømlo";"1219";"Bømlo";"uendret fra 2013 til 2017"
"1221";"Stord";"1221";"Stord";"uendret fra 2013 til 2017"
"1222";"Fitjar";"1222";"Fitjar";"uendret fra 2013 til 2017"
"1223";"Tysnes";"1223";"Tysnes";"uendret fra 2013 til 2017"
"1224";"Kvinnherad";"1224";"Kvinnherad";"uendret fra 2013 til 2017"
"1227";"Jondal";"1227";"Jondal";"uendret fra 2013 til 2017"
"1228";"Odda";"1228";"Odda";"uendret fra 2013 til 2017"
"1231";"Ullensvang";"1231";"Ullensvang";"uendret fra 2013 til 2017"
"1232";"Eidfjord";"1232";"Eidfjord";"uendret fra 2013 til 2017"
"1233";"Ulvik";"1233";"Ulvik";"uendret fra 2013 til 2017"
"1234";"Granvin";"1234";"Granvin";"uendret fra 2013 til 2017"
"1235";"Voss";"1235";"Voss";"uendret fra 2013 til 2017"
"1238";"Kvam";"1238";"Kvam";"uendret fra 2013 til 2017"
"1241";"Fusa";"1241";"Fusa";"uendret fra 2013 til 2017"
"1242";"Samnanger";"1242";"Samnanger";"uendret fra 2013 til 2017"
"1243";"Os";"1243";"Os";"uendret fra 2013 til 2017"
"1244";"Austevoll";"1244";"Austevoll";"uendret fra 2013 til 2017"
"1245";"Sund";"1245";"Sund";"uendret fra 2013 til 2017"
"1246";"Fjell";"1246";"Fjell";"uendret fra 2013 til 2017"
"1247";"Askøy";"1247";"Askøy";"uendret fra 2013 til 2017"
"1251";"Vaksdal";"1251";"Vaksdal";"uendret fra 2013 til 2017"
"1252";"Modalen";"1252";"Modalen";"uendret fra 2013 til 2017"
"1253";"Osterøy";"1253";"Osterøy";"uendret fra 2013 til 2017"
"1256";"Meland";"1256";"Meland";"uendret fra 2013 til 2017"
"1259";"Øygarden";"1259";"Øygarden";"uendret fra 2013 til 2017"
"1260";"Radøy";"1260";"Radøy";"uendret fra 2013 til 2017"
"1263";"Lindås";"1263";"Lindås";"uendret fra 2013 til 2017"
"1264";"Austrheim";"1264";"Austrheim";"uendret fra 2013 til 2017"
"1265";"Fedje";"1265";"Fedje";"uendret fra 2013 til 2017"
"1266";"Masfjorden";"1266";"Masfjorden";"uendret fra 2013 til 2017"
"1401";"Flora";"1401";"Flora";"uendret fra 2013 til 2017"
"1411";"Gulen";"1411";"Gulen";"uendret fra 2013 til 2017"
"1412";"Solund";"1412";"Solund";"uendret fra 2013 til 2017"
"1413";"Hyllestad";"1413";"Hyllestad";"uendret fra 2013 til 2017"
"1416";"Høyanger";"1416";"Høyanger";"uendret fra 2013 til 2017"
"1417";"Vik";"1417";"Vik";"uendret fra 2013 til 2017"
"1418";"Balestrand";"1418";"Balestrand";"uendret fra 2013 til 2017"
"1419";"Leikanger";"1419";"Leikanger";"uendret fra 2013 til 2017"
"1420";"Sogndal";"1420";"Sogndal";"uendret fra 2013 til 2017"
"1421";"Aurland";"1421";"Aurland";"uendret fra 2013 til 2017"
"1422";"Lærdal";"1422";"Lærdal";"uendret fra 2013 til 2017"
"1424";"Årdal";"1424";"Årdal";"uendret fra 2013 til 2017"
"1426";"Luster";"1426";"Luster";"uendret fra 2013 til 2017"
"1428";"Askvoll";"1428";"Askvoll";"uendret fra 2013 til 2017"
"1429";"Fjaler";"1429";"Fjaler";"uendret fra 2013 til 2017"
"1430";"Gaular";"1430";"Gaular";"uendret fra 2013 til 2017"
"1431";"Jølster";"1431";"Jølster";"uendret fra 2013 til 2017"
"1432";"Førde";"1432";"Førde";"uendret fra 2013 til 2017"
"1433";"Naustdal";"1433";"Naustdal";"uendret fra 2013 til 2017"
"1438";"Bremanger";"1438";"Bremanger";"uendret fra 2013 til 2017"
"1439";"Vågsøy";"1439";"Vågsøy";"uendret fra 2013 til 2017"
"1441";"Selje";"1441";"Selje";"uendret fra 2013 til 2017"
"1443";"Eid";"1443";"Eid";"uendret fra 2013 til 2017"
"1444";"Hornindal";"1444";"Hornindal";"uendret fra 2013 til 2017"
"1445";"Gloppen";"1445";"Gloppen";"uendret fra 2013 til 2017"
"1449";"Stryn";"1449";"Stryn";"uendret fra 2013 til 2017"
"1502";"Molde";"1502";"Molde";"uendret fra 2013 til 2017"
"1504";"Ålesund";"1504";"Ålesund";"uendret fra 2013 til 2017"
"1505";"Kristiansund";"1505";"Kristiansund";"uendret fra 2013 til 2017"
"1511";"Vanylven";"1511";"Vanylven";"uendret fra 2013 til 2017"
"1514";"Sande";"1514";"Sande";"uendret fra 2013 til 2017"
"1515";"Herøy";"1515";"Herøy";"uendret fra 2013 til 2017"
"1516";"Ulstein";"1516";"Ulstein";"uendret fra 2013 til 2017"
"1517";"Hareid";"1517";"Hareid";"uendret fra 2013 til 2017"
"1519";"Volda";"1519";"Volda";"uendret fra 2013 til 2017"
"1520";"Ørsta";"1520";"Ørsta";"uendret fra 2013 til 2017"
"1523";"Ørskog";"1523";"Ørskog";"uendret fra 2013 til 2017"
"1524";"Norddal";"1524";"Norddal";"uendret fra 2013 til 2017"
"1525";"Stranda";"1525";"Stranda";"uendret fra 2013 til 2017"
"1526";"Stordal";"1526";"Stordal";"uendret fra 2013 til 2017"
"1528";"Sykkylven";"1528";"Sykkylven";"uendret fra 2013 til 2017"
"1529";"Skodje";"1529";"Skodje";"uendret fra 2013 til 2017"
"1531";"Sula";"1531";"Sula";"uendret fra 2013 til 2017"
"1532";"Giske";"1532";"Giske";"uendret fra 2013 til 2017"
"1534";"Haram";"1534";"Haram";"uendret fra 2013 til 2017"
"1535";"Vestnes";"1535";"Vestnes";"uendret fra 2013 til 2017"
"1539";"Rauma";"1539";"Rauma";"uendret fra 2013 til 2017"
"1543";"Nesset";"1543";"Nesset";"uendret fra 2013 til 2017"
"1545";"Midsund";"1545";"Midsund";"uendret fra 2013 til 2017"
"1546";"Sandøy";"1546";"Sandøy";"uendret fra 2013 til 2017"
"1547";"Aukra";"1547";"Aukra";"uendret fra 2013 til 2017"
"1548";"Fræna";"1548";"Fræna";"uendret fra 2013 til 2017"
"1551";"Eide";"1551";"Eide";"uendret fra 2013 til 2017"
"1554";"Averøy";"1554";"Averøy";"uendret fra 2013 til 2017"
"1557";"Gjemnes";"1557";"Gjemnes";"uendret fra 2013 til 2017"
"1560";"Tingvoll";"1560";"Tingvoll";"uendret fra 2013 til 2017"
"1563";"Sunndal";"1563";"Sunndal";"uendret fra 2013 til 2017"
"1566";"Surnadal";"1566";"Surnadal";"uendret fra 2013 til 2017"
"1567";"Rindal";"1567";"Rindal";"uendret fra 2013 til 2017"
"1571";"Halsa";"1571";"Halsa";"uendret fra 2013 til 2017"
"1573";"Smøla";"1573";"Smøla";"uendret fra 2013 til 2017"
"1576";"Aure";"1576";"Aure";"uendret fra 2013 til 2017"
"1601";"Trondheim";"1601";"Trondheim";"uendret fra 2013 til 2017"
"1612";"Hemne";"1612";"Hemne";"uendret fra 2013 til 2017"
"1613";"Snillfjord";"1613";"Snillfjord";"uendret fra 2013 til 2017"
"1617";"Hitra";"1617";"Hitra";"uendret fra 2013 til 2017"
"1620";"Frøya";"1620";"Frøya";"uendret fra 2013 til 2017"
"1621";"Ørland";"1621";"Ørland";"uendret fra 2013 til 2017"
"1622";"Agdenes";"1622";"Agdenes";"uendret fra 2013 til 2017"
"1624";"Rissa";"1624";"Rissa";"uendret fra 2013 til 2017"
"1627";"Bjugn";"1627";"Bjugn";"uendret fra 2013 til 2017"
"1630";"Åfjord";"1630";"Åfjord";"uendret fra 2013 til 2017"
"1632";"Roan";"1632";"Roan";"uendret fra 2013 til 2017"
"1633";"Osen";"1633";"Osen";"uendret fra 2013 til 2017"
"1634";"Oppdal";"1634";"Oppdal";"uendret fra 2013 til 2017"
"1635";"Rennebu";"1635";"Rennebu";"uendret fra 2013 til 2017"
"1636";"Meldal";"1636";"Meldal";"uendret fra 2013 til 2017"
"1638";"Orkdal";"1638";"Orkdal";"uendret fra 2013 til 2017"
"1640";"Røros";"1640";"Røros";"uendret fra 2013 til 2017"
"1644";"Holtålen";"1644";"Holtålen";"uendret fra 2013 til 2017"
"1648";"Midtre Gauldal";"1648";"Midtre Gauldal";"uendret fra 2013 til 2017"
"1653";"Melhus";"1653";"Melhus";"uendret fra 2013 til 2017"
"1657";"Skaun";"1657";"Skaun";"uendret fra 2013 til 2017"
"1662";"Klæbu";"1662";"Klæbu";"uendret fra 2013 til 2017"
"1663";"Malvik";"1663";"Malvik";"uendret fra 2013 til 2017"
"1664";"Selbu";"1664";"Selbu";"uendret fra 2013 til 2017"
"1665";"Tydal";"1665";"Tydal";"uendret fra 2013 til 2017"
"1702";"Steinkjer";"1702";"Steinkjer";"uendret fra 2013 til 2017"
"1703";"Namsos";"1703";"Namsos";"uendret fra 2013 til 2017"
"1711";"Meråker";"1711";"Meråker";"uendret fra 2013 til 2017"
"1714";"Stjørdal";"1714";"Stjørdal";"uendret fra 2013 til 2017"
"1717";"Frosta";"1717";"Frosta";"uendret fra 2013 til 2017"
"1718";"Leksvik";"1718";"Leksvik";"uendret fra 2013 til 2017"
"1719";"Levanger";"1719";"Levanger";"uendret fra 2013 til 2017"
"1721";"Verdal";"1721";"Verdal";"uendret fra 2013 til 2017"
"1724";"Verran";"1724";"Verran";"uendret fra 2013 til 2017"
"1725";"Namdalseid";"1725";"Namdalseid";"uendret fra 2013 til 2017"
"1736";"Snåase - Snåsa";"1736";"Snåase - Snåsa";"uendret fra 2013 til 2017"
"1738";"Lierne";"1738";"Lierne";"uendret fra 2013 til 2017"
"1739";"Raarvihke - Røyrvik";"1739";"Raarvihke - Røyrvik";"uendret fra 2013 til 2017"
"1740";"Namsskogan";"1740";"Namsskogan";"uendret fra 2013 til 2017"
"1742";"Grong";"1742";"Grong";"uendret fra 2013 til 2017"
"1743";"Høylandet";"1743";"Høylandet";"uendret fra 2013 til 2017"
"1744";"Overhalla";"1744";"Overhalla";"uendret fra 2013 til 2017"
"1748";"Fosnes";"1748";"Fosnes";"uendret fra 2013 til 2017"
"1749";"Flatanger";"1749";"Flatanger";"uendret fra 2013 til 2017"
"1750";"Vikna";"1750";"Vikna";"uendret fra 2013 til 2017"
"1751";"Nærøy";"1751";"Nærøy";"uendret fra 2013 til 2017"
"1755";"Leka";"1755";"Leka";"uendret fra 2013 til 2017"
"1756";"Inderøy";"1756";"Inderøy";"uendret fra 2013 til 2017"
"1804";"Bodø";"1804";"Bodø";"uendret fra 2013 til 2017"
"1805";"Narvik";"1805";"Narvik";"uendret fra 2013 til 2017"
"1811";"Bindal";"1811";"Bindal";"uendret fra 2013 til 2017"
"1812";"Sømna";"1812";"Sømna";"uendret fra 2013 til 2017"
"1813";"Brønnøy";"1813";"Brønnøy";"uendret fra 2013 til 2017"
"1815";"Vega";"1815";"Vega";"uendret fra 2013 til 2017"
"1816";"Vevelstad";"1816";"Vevelstad";"uendret fra 2013 til 2017"
"1818";"Herøy";"1818";"Herøy";"uendret fra 2013 til 2017"
"1820";"Alstahaug";"1820";"Alstahaug";"uendret fra 2013 til 2017"
"1822";"Leirfjord";"1822";"Leirfjord";"uendret fra 2013 til 2017"
"1824";"Vefsn";"1824";"Vefsn";"uendret fra 2013 til 2017"
"1825";"Grane";"1825";"Grane";"uendret fra 2013 til 2017"
"1826";"Hattfjelldal";"1826";"Hattfjelldal";"uendret fra 2013 til 2017"
"1827";"Dønna";"1827";"Dønna";"uendret fra 2013 til 2017"
"1828";"Nesna";"1828";"Nesna";"uendret fra 2013 til 2017"
"1832";"Hemnes";"1832";"Hemnes";"uendret fra 2013 til 2017"
"1833";"Rana";"1833";"Rana";"uendret fra 2013 til 2017"
"1834";"Lurøy";"1834";"Lurøy";"uendret fra 2013 til 2017"
"1835";"Træna";"1835";"Træna";"uendret fra 2013 til 2017"
"1836";"Rødøy";"1836";"Rødøy";"uendret fra 2013 til 2017"
"1837";"Meløy";"1837";"Meløy";"uendret fra 2013 til 2017"
"1838";"Gildeskål";"1838";"Gildeskål";"uendret fra 2013 til 2017"
"1839";"Beiarn";"1839";"Beiarn";"uendret fra 2013 til 2017"
"1840";"Saltdal";"1840";"Saltdal";"uendret fra 2013 til 2017"
"1841";"Fauske";"1841";"Fauske - Fuossko";"uendret fra 2013 til 2017"
"1845";"Sørfold";"1845";"Sørfold";"uendret fra 2013 til 2017"
"1848";"Steigen";"1848";"Steigen";"uendret fra 2013 til 2017"
"1849";"Hábmer - Hamarøy";"1849";"Hábmer - Hamarøy";"uendret fra 2013 til 2017"
"1850";"Tysfjord - Divtasvuodna";"1850";"Tysfjord - Divtasvuodna";"uendret fra 2013 til 2017"
